_id,FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeCountQF,DischargeRates,DischargeRatesQF,PatientsCount,PatientCountQF,PatientsRates,PatientRatesQF
11345,2005/06,RA2701, ,25-39 years,Male,SMR04, ,170, , ,:,120, , ,:
11346,2005/06,RA2701, ,25-39 years,Female,SMR04, ,40, , ,:,30, , ,:
11347,2005/06,RA2701, ,40-64 years,Male,SMR04, ,140, , ,:,100, , ,:
11348,2005/06,RA2701, ,40-64 years,Female,SMR04, ,30, , ,:,30, , ,:
11349,2005/06,RA2701, ,65plus years,Male,SMR04, ,10, , ,:,0, , ,:
11350,2005/06,RA2701, ,65plus years,Female,SMR04, ,0, , ,:,0, , ,:
11351,2005/06,RA2704, ,0-17 years,Male,SMR04, ,0, , ,:,0, , ,:
11352,2005/06,RA2704, ,0-17 years,Female,SMR04, ,0, , ,:,0, , ,:
11353,2005/06,RA2704, ,18-24 years,Male,SMR04, ,10, , ,:,0, , ,:
11354,2005/06,RA2704, ,18-24 years,Female,SMR04, ,0, , ,:,0, , ,:
11355,2005/06,RA2704, ,25-39 years,Male,SMR04, ,20, , ,:,20, , ,:
11356,2005/06,RA2704, ,25-39 years,Female,SMR04, ,10, , ,:,10, , ,:
11357,2005/06,RA2704, ,40-64 years,Male,SMR04, ,20, , ,:,20, , ,:
11358,2005/06,RA2704, ,40-64 years,Female,SMR04, ,10, , ,:,10, , ,:
11359,2005/06,RA2704, ,65plus years,Male,SMR04, ,0, , ,:,0, , ,:
11360,2005/06,RA2704, ,65plus years,Female,SMR04, ,0, , ,:,0, , ,:
11361,2005/06,RA2703, ,0-17 years,Male,SMR04, ,0, , ,:,0, , ,:
11362,2005/06,RA2703, ,0-17 years,Female,SMR04, ,0, , ,:,0, , ,:
11363,2005/06,RA2703, ,18-24 years,Male,SMR04, ,0, , ,:,0, , ,:
11364,2005/06,RA2703, ,18-24 years,Female,SMR04, ,0, , ,:,0, , ,:
11365,2005/06,RA2703, ,25-39 years,Male,SMR04, ,0, , ,:,0, , ,:
11366,2005/06,RA2703, ,25-39 years,Female,SMR04, ,0, , ,:,0, , ,:
11367,2005/06,RA2703, ,40-64 years,Male,SMR04, ,0, , ,:,0, , ,:
11368,2005/06,RA2703, ,40-64 years,Female,SMR04, ,0, , ,:,0, , ,:
11369,2005/06,RA2703, ,65plus years,Male,SMR04, ,0, , ,:,0, , ,:
11370,2005/06,RA2703, ,65plus years,Female,SMR04, ,0, , ,:,0, , ,:
11371,2006/07,S08000015, ,0-17 years,Male,SMR04, ,10, ,25.82, ,10, ,25.82, 
11372,2006/07,S08000015, ,0-17 years,Female,SMR04, ,10, ,26.71, ,10, ,26.71, 
11373,2006/07,S08000015, ,18-24 years,Male,SMR04, ,90, ,607.21, ,60, ,404.8, 
11374,2006/07,S08000015, ,18-24 years,Female,SMR04, ,60, ,405.76, ,40, ,270.51, 
11375,2006/07,S08000015, ,25-39 years,Male,SMR04, ,290, ,916.76, ,180, ,569.03, 
11376,2006/07,S08000015, ,25-39 years,Female,SMR04, ,230, ,663.55, ,150, ,432.75, 
11377,2006/07,S08000015, ,40-64 years,Male,SMR04, ,330, ,522.48, ,240, ,379.99, 
11378,2006/07,S08000015, ,40-64 years,Female,SMR04, ,320, ,471.05, ,220, ,323.85, 
11379,2006/07,S08000015, ,65plus years,Male,SMR04, ,180, ,645.18, ,140, ,501.81, 
11380,2006/07,S08000015, ,65plus years,Female,SMR04, ,230, ,600.98, ,180, ,470.33, 
11381,2006/07,S08000016, ,0-17 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11382,2006/07,S08000016, ,0-17 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11383,2006/07,S08000016, ,18-24 years,Male,SMR04, ,30, ,848.42, ,20, ,565.61, 
11384,2006/07,S08000016, ,18-24 years,Female,SMR04, ,20, ,556.17, ,10, ,278.09, 
11385,2006/07,S08000016, ,25-39 years,Male,SMR04, ,120, ,1320.28, ,70, ,770.16, 
11386,2006/07,S08000016, ,25-39 years,Female,SMR04, ,70, ,732.37, ,40, ,418.5, 
11387,2006/07,S08000016, ,40-64 years,Male,SMR04, ,150, ,742.83, ,80, ,396.18, 
11388,2006/07,S08000016, ,40-64 years,Female,SMR04, ,100, ,480.7, ,70, ,336.49, 
11389,2006/07,S08000016, ,65plus years,Male,SMR04, ,80, ,852.24, ,60, ,639.18, 
11390,2006/07,S08000016, ,65plus years,Female,SMR04, ,250, ,2052.38, ,80, ,656.76, 
11391,2006/07,S08000017, ,0-17 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11392,2006/07,S08000017, ,0-17 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11393,2006/07,S08000017, ,18-24 years,Male,SMR04, ,40, ,768.94, ,20, ,384.47, 
11394,2006/07,S08000017, ,18-24 years,Female,SMR04, ,20, ,401.77, ,20, ,401.77, 
11395,2006/07,S08000017, ,25-39 years,Male,SMR04, ,100, ,862.74, ,60, ,517.64, 
11396,2006/07,S08000017, ,25-39 years,Female,SMR04, ,70, ,557.81, ,40, ,318.75, 
11397,2006/07,S08000017, ,40-64 years,Male,SMR04, ,120, ,443.69, ,100, ,369.74, 
11398,2006/07,S08000017, ,40-64 years,Female,SMR04, ,120, ,424.78, ,90, ,318.58, 
11399,2006/07,S08000017, ,65plus years,Male,SMR04, ,70, ,519.67, ,60, ,445.43, 
11400,2006/07,S08000017, ,65plus years,Female,SMR04, ,90, ,528.17, ,70, ,410.8, 
11401,2006/07,S08000019, ,0-17 years,Male,SMR04, ,10, ,32.21, ,10, ,32.21, 
11402,2006/07,S08000019, ,0-17 years,Female,SMR04, ,10, ,33.44, ,10, ,33.44, 
11403,2006/07,S08000019, ,18-24 years,Male,SMR04, ,70, ,553.53, ,40, ,316.31, 
11404,2006/07,S08000019, ,18-24 years,Female,SMR04, ,60, ,464.4, ,30, ,232.2, 
11405,2006/07,S08000019, ,25-39 years,Male,SMR04, ,190, ,681.37, ,120, ,430.34, 
11406,2006/07,S08000019, ,25-39 years,Female,SMR04, ,160, ,535.83, ,100, ,334.9, 
11407,2006/07,S08000019, ,40-64 years,Male,SMR04, ,200, ,411.96, ,140, ,288.37, 
11408,2006/07,S08000019, ,40-64 years,Female,SMR04, ,200, ,395.33, ,130, ,256.96, 
11409,2006/07,S08000019, ,65plus years,Male,SMR04, ,110, ,572.17, ,90, ,468.14, 
11410,2006/07,S08000019, ,65plus years,Female,SMR04, ,160, ,613.21, ,140, ,536.56, 
11411,2006/07,S08000020, ,0-17 years,Male,SMR04, ,10, ,17.77, ,10, ,17.77, 
11412,2006/07,S08000020, ,0-17 years,Female,SMR04, ,10, ,18.76, ,10, ,18.76, 
11413,2006/07,S08000020, ,18-24 years,Male,SMR04, ,70, ,272.7, ,50, ,194.79, 
11414,2006/07,S08000020, ,18-24 years,Female,SMR04, ,50, ,198.46, ,40, ,158.77, 
11415,2006/07,S08000020, ,25-39 years,Male,SMR04, ,230, ,410.79, ,170, ,303.63, 
11416,2006/07,S08000020, ,25-39 years,Female,SMR04, ,200, ,367.46, ,130, ,238.85, 
11417,2006/07,S08000020, ,40-64 years,Male,SMR04, ,330, ,352.79, ,250, ,267.27, 
11418,2006/07,S08000020, ,40-64 years,Female,SMR04, ,380, ,407.85, ,260, ,279.06, 
11419,2006/07,S08000020, ,65plus years,Male,SMR04, ,270, ,749.29, ,230, ,638.29, 
11420,2006/07,S08000020, ,65plus years,Female,SMR04, ,340, ,708.66, ,300, ,625.29, 
11421,2006/07,S08000022, ,0-17 years,Male,SMR04, ,10, ,30.7, ,10, ,30.7, 
11422,2006/07,S08000022, ,0-17 years,Female,SMR04, ,20, ,64.29, ,10, ,32.15, 
11423,2006/07,S08000022, ,18-24 years,Male,SMR04, ,60, ,492.77, ,50, ,410.64, 
11424,2006/07,S08000022, ,18-24 years,Female,SMR04, ,60, ,600.24, ,40, ,400.16, 
11425,2006/07,S08000022, ,25-39 years,Male,SMR04, ,210, ,782.74, ,140, ,521.82, 
11426,2006/07,S08000022, ,25-39 years,Female,SMR04, ,160, ,578.31, ,120, ,433.73, 
11427,2006/07,S08000022, ,40-64 years,Male,SMR04, ,280, ,492.2, ,210, ,369.15, 
11428,2006/07,S08000022, ,40-64 years,Female,SMR04, ,270, ,464.6, ,200, ,344.15, 
11429,2006/07,S08000022, ,65plus years,Male,SMR04, ,140, ,578.63, ,110, ,454.64, 
11430,2006/07,S08000022, ,65plus years,Female,SMR04, ,180, ,560.78, ,160, ,498.47, 
11431,2006/07,S08000024, ,0-17 years,Male,SMR04, ,20, ,24.92, ,20, ,24.92, 
11432,2006/07,S08000024, ,0-17 years,Female,SMR04, ,40, ,52.38, ,20, ,26.19, 
11433,2006/07,S08000024, ,18-24 years,Male,SMR04, ,180, ,452.94, ,120, ,301.96, 
11434,2006/07,S08000024, ,18-24 years,Female,SMR04, ,130, ,305.45, ,80, ,187.97, 
11435,2006/07,S08000024, ,25-39 years,Male,SMR04, ,490, ,554.84, ,360, ,407.64, 
11436,2006/07,S08000024, ,25-39 years,Female,SMR04, ,470, ,513.91, ,300, ,328.03, 
11437,2006/07,S08000024, ,40-64 years,Male,SMR04, ,720, ,573.32, ,520, ,414.07, 
11438,2006/07,S08000024, ,40-64 years,Female,SMR04, ,680, ,518.15, ,460, ,350.51, 
11439,2006/07,S08000024, ,65plus years,Male,SMR04, ,490, ,1007.63, ,300, ,616.92, 
11440,2006/07,S08000024, ,65plus years,Female,SMR04, ,690, ,1002.21, ,460, ,668.14, 
11441,2006/07,S08000025, ,0-17 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11442,2006/07,S08000025, ,0-17 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11443,2006/07,S08000025, ,18-24 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11444,2006/07,S08000025, ,18-24 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11445,2006/07,S08000025, ,25-39 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11446,2006/07,S08000025, ,25-39 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11447,2006/07,S08000025, ,40-64 years,Male,SMR04, ,10, ,261.37, ,10, ,261.37, 
11448,2006/07,S08000025, ,40-64 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11449,2006/07,S08000025, ,65plus years,Male,SMR04, ,10, ,615.38, ,10, ,615.38, 
11450,2006/07,S08000025, ,65plus years,Female,SMR04, ,0, ,0, ,0, ,0, 
11451,2006/07,S08000026, ,0-17 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11452,2006/07,S08000026, ,0-17 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11453,2006/07,S08000026, ,18-24 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11454,2006/07,S08000026, ,18-24 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11455,2006/07,S08000026, ,25-39 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11456,2006/07,S08000026, ,25-39 years,Female,SMR04, ,10, ,471.03, ,0, ,0, 
11457,2006/07,S08000026, ,40-64 years,Male,SMR04, ,10, ,246.24, ,10, ,246.24, 
11458,2006/07,S08000026, ,40-64 years,Female,SMR04, ,10, ,264.41, ,0, ,0, 
11459,2006/07,S08000026, ,65plus years,Male,SMR04, ,0, ,0, ,0, ,0, 
11460,2006/07,S08000026, ,65plus years,Female,SMR04, ,0, ,0, ,0, ,0, 
11461,2006/07,S08000028, ,0-17 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11462,2006/07,S08000028, ,0-17 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11463,2006/07,S08000028, ,18-24 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11464,2006/07,S08000028, ,18-24 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11465,2006/07,S08000028, ,25-39 years,Male,SMR04, ,20, ,860.22, ,10, ,430.11, 
11466,2006/07,S08000028, ,25-39 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11467,2006/07,S08000028, ,40-64 years,Male,SMR04, ,20, ,398.41, ,10, ,199.2, 
11468,2006/07,S08000028, ,40-64 years,Female,SMR04, ,20, ,423.91, ,10, ,211.95, 
11469,2006/07,S08000028, ,65plus years,Male,SMR04, ,20, ,872.6, ,20, ,872.6, 
11470,2006/07,S08000028, ,65plus years,Female,SMR04, ,40, ,1250.39, ,20, ,625.2, 
11471,2006/07,S08000029, ,0-17 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11472,2006/07,S08000029, ,0-17 years,Female,SMR04, ,10, ,27.65, ,10, ,27.65, 
11473,2006/07,S08000029, ,18-24 years,Male,SMR04, ,80, ,483.76, ,50, ,302.35, 
11474,2006/07,S08000029, ,18-24 years,Female,SMR04, ,70, ,419.31, ,50, ,299.51, 
11475,2006/07,S08000029, ,25-39 years,Male,SMR04, ,330, ,996.11, ,200, ,603.7, 
11476,2006/07,S08000029, ,25-39 years,Female,SMR04, ,190, ,546.64, ,120, ,345.24, 
11477,2006/07,S08000029, ,40-64 years,Male,SMR04, ,270, ,448.56, ,190, ,315.66, 
11478,2006/07,S08000029, ,40-64 years,Female,SMR04, ,310, ,491.74, ,210, ,333.11, 
11479,2006/07,S08000029, ,65plus years,Male,SMR04, ,130, ,519.42, ,100, ,399.55, 
11480,2006/07,S08000029, ,65plus years,Female,SMR04, ,200, ,582.46, ,160, ,465.97, 
11481,2006/07,S08000030, ,0-17 years,Male,SMR04, ,10, ,24.69, ,10, ,24.69, 
11482,2006/07,S08000030, ,0-17 years,Female,SMR04, ,10, ,25.93, ,10, ,25.93, 
11483,2006/07,S08000030, ,18-24 years,Male,SMR04, ,110, ,617.08, ,70, ,392.68, 
11484,2006/07,S08000030, ,18-24 years,Female,SMR04, ,50, ,272.12, ,30, ,163.27, 
11485,2006/07,S08000030, ,25-39 years,Male,SMR04, ,340, ,985.59, ,230, ,666.72, 
11486,2006/07,S08000030, ,25-39 years,Female,SMR04, ,220, ,601.47, ,160, ,437.43, 
11487,2006/07,S08000030, ,40-64 years,Male,SMR04, ,410, ,619.86, ,280, ,423.32, 
11488,2006/07,S08000030, ,40-64 years,Female,SMR04, ,320, ,459.53, ,240, ,344.64, 
11489,2006/07,S08000030, ,65plus years,Male,SMR04, ,190, ,615.84, ,170, ,551.02, 
11490,2006/07,S08000030, ,65plus years,Female,SMR04, ,300, ,709.99, ,250, ,591.66, 
11491,2006/07,S08000031, ,0-17 years,Male,SMR04, ,40, ,34.21, ,30, ,25.66, 
11492,2006/07,S08000031, ,0-17 years,Female,SMR04, ,40, ,35.9, ,30, ,26.93, 
11493,2006/07,S08000031, ,18-24 years,Male,SMR04, ,250, ,442.81, ,180, ,318.82, 
11494,2006/07,S08000031, ,18-24 years,Female,SMR04, ,200, ,343.53, ,120, ,206.12, 
11495,2006/07,S08000031, ,25-39 years,Male,SMR04, ,1050, ,957.76, ,710, ,647.63, 
11496,2006/07,S08000031, ,25-39 years,Female,SMR04, ,800, ,677.06, ,520, ,440.09, 
11497,2006/07,S08000031, ,40-64 years,Male,SMR04, ,1230, ,701.02, ,880, ,501.54, 
11498,2006/07,S08000031, ,40-64 years,Female,SMR04, ,1140, ,608.27, ,760, ,405.51, 
11499,2006/07,S08000031, ,65plus years,Male,SMR04, ,460, ,659.75, ,380, ,545.01, 
11500,2006/07,S08000031, ,65plus years,Female,SMR04, ,740, ,702.14, ,590, ,559.81, 
11501,2006/07,S08000032, ,0-17 years,Male,SMR04, ,20, ,28.44, ,20, ,28.44, 
11502,2006/07,S08000032, ,0-17 years,Female,SMR04, ,20, ,29.63, ,10, ,14.82, 
11503,2006/07,S08000032, ,18-24 years,Male,SMR04, ,90, ,323.19, ,70, ,251.37, 
11504,2006/07,S08000032, ,18-24 years,Female,SMR04, ,80, ,289.29, ,60, ,216.97, 
11505,2006/07,S08000032, ,25-39 years,Male,SMR04, ,470, ,747.73, ,300, ,477.27, 
11506,2006/07,S08000032, ,25-39 years,Female,SMR04, ,360, ,537.94, ,220, ,328.74, 
11507,2006/07,S08000032, ,40-64 years,Male,SMR04, ,580, ,552.13, ,380, ,361.74, 
11508,2006/07,S08000032, ,40-64 years,Female,SMR04, ,580, ,514.59, ,370, ,328.27, 
11509,2006/07,S08000032, ,65plus years,Male,SMR04, ,300, ,754.24, ,230, ,578.25, 
11510,2006/07,S08000032, ,65plus years,Female,SMR04, ,430, ,760.28, ,320, ,565.79, 
11511,2006/07,RA2702, ,0-17 years,Male,SMR04, ,0, , ,:,0, , ,:
11512,2006/07,RA2702, ,0-17 years,Female,SMR04, ,0, , ,:,0, , ,:
11513,2006/07,RA2702, ,18-24 years,Male,SMR04, ,10, , ,:,10, , ,:
11514,2006/07,RA2702, ,18-24 years,Female,SMR04, ,10, , ,:,10, , ,:
11515,2006/07,RA2702, ,25-39 years,Male,SMR04, ,50, , ,:,40, , ,:
11516,2006/07,RA2702, ,25-39 years,Female,SMR04, ,20, , ,:,20, , ,:
11517,2006/07,RA2702, ,40-64 years,Male,SMR04, ,40, , ,:,30, , ,:
11518,2006/07,RA2702, ,40-64 years,Female,SMR04, ,20, , ,:,20, , ,:
11519,2006/07,RA2702, ,65plus years,Male,SMR04, ,0, , ,:,0, , ,:
11520,2006/07,RA2702, ,65plus years,Female,SMR04, ,0, , ,:,0, , ,:
11521,2006/07,RA2701, ,0-17 years,Male,SMR04, ,0, , ,:,0, , ,:
11522,2006/07,RA2701, ,0-17 years,Female,SMR04, ,0, , ,:,0, , ,:
11523,2006/07,RA2701, ,18-24 years,Male,SMR04, ,50, , ,:,40, , ,:
11524,2006/07,RA2701, ,18-24 years,Female,SMR04, ,20, , ,:,10, , ,:
11525,2006/07,RA2701, ,25-39 years,Male,SMR04, ,140, , ,:,110, , ,:
11526,2006/07,RA2701, ,25-39 years,Female,SMR04, ,30, , ,:,20, , ,:
11527,2006/07,RA2701, ,40-64 years,Male,SMR04, ,140, , ,:,100, , ,:
11528,2006/07,RA2701, ,40-64 years,Female,SMR04, ,20, , ,:,20, , ,:
11529,2006/07,RA2701, ,65plus years,Male,SMR04, ,0, , ,:,0, , ,:
11530,2006/07,RA2701, ,65plus years,Female,SMR04, ,0, , ,:,0, , ,:
11531,2006/07,RA2704, ,0-17 years,Male,SMR04, ,0, , ,:,0, , ,:
11532,2006/07,RA2704, ,0-17 years,Female,SMR04, ,0, , ,:,0, , ,:
11533,2006/07,RA2704, ,18-24 years,Male,SMR04, ,0, , ,:,0, , ,:
11534,2006/07,RA2704, ,18-24 years,Female,SMR04, ,0, , ,:,0, , ,:
11535,2006/07,RA2704, ,25-39 years,Male,SMR04, ,10, , ,:,10, , ,:
11536,2006/07,RA2704, ,25-39 years,Female,SMR04, ,10, , ,:,10, , ,:
11537,2006/07,RA2704, ,40-64 years,Male,SMR04, ,10, , ,:,10, , ,:
11538,2006/07,RA2704, ,40-64 years,Female,SMR04, ,0, , ,:,0, , ,:
11539,2006/07,RA2704, ,65plus years,Male,SMR04, ,10, , ,:,0, , ,:
11540,2006/07,RA2704, ,65plus years,Female,SMR04, ,0, , ,:,0, , ,:
11541,2006/07,RA2703, ,0-17 years,Male,SMR04, ,0, , ,:,0, , ,:
11542,2006/07,RA2703, ,0-17 years,Female,SMR04, ,0, , ,:,0, , ,:
11543,2006/07,RA2703, ,18-24 years,Male,SMR04, ,0, , ,:,0, , ,:
11544,2006/07,RA2703, ,18-24 years,Female,SMR04, ,0, , ,:,0, , ,:
11545,2006/07,RA2703, ,25-39 years,Male,SMR04, ,0, , ,:,0, , ,:
11546,2006/07,RA2703, ,25-39 years,Female,SMR04, ,0, , ,:,0, , ,:
11547,2006/07,RA2703, ,40-64 years,Male,SMR04, ,0, , ,:,0, , ,:
11548,2006/07,RA2703, ,40-64 years,Female,SMR04, ,0, , ,:,0, , ,:
11549,2006/07,RA2703, ,65plus years,Male,SMR04, ,0, , ,:,0, , ,:
11550,2006/07,RA2703, ,65plus years,Female,SMR04, ,0, , ,:,0, , ,:
11551,2007/08,S08000015, ,0-17 years,Male,SMR04, ,10, ,25.94, ,10, ,25.94, 
11552,2007/08,S08000015, ,0-17 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11553,2007/08,S08000015, ,18-24 years,Male,SMR04, ,100, ,666.76, ,60, ,400.05, 
11554,2007/08,S08000015, ,18-24 years,Female,SMR04, ,60, ,402.44, ,40, ,268.29, 
11555,2007/08,S08000015, ,25-39 years,Male,SMR04, ,300, ,963.48, ,190, ,610.21, 
11556,2007/08,S08000015, ,25-39 years,Female,SMR04, ,240, ,703.77, ,150, ,439.86, 
11557,2007/08,S08000015, ,40-64 years,Male,SMR04, ,370, ,578.12, ,260, ,406.25, 
11558,2007/08,S08000015, ,40-64 years,Female,SMR04, ,330, ,479.5, ,230, ,334.2, 
11559,2007/08,S08000015, ,65plus years,Male,SMR04, ,160, ,564.47, ,120, ,423.36, 
11560,2007/08,S08000015, ,65plus years,Female,SMR04, ,210, ,542.73, ,170, ,439.36, 
11561,2007/08,S08000016, ,0-17 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11562,2007/08,S08000016, ,0-17 years,Female,SMR04, ,10, ,89.54, ,0, ,0, 
11563,2007/08,S08000016, ,18-24 years,Male,SMR04, ,20, ,547.95, ,20, ,547.95, 
11564,2007/08,S08000016, ,18-24 years,Female,SMR04, ,20, ,548.4, ,10, ,274.2, 
11565,2007/08,S08000016, ,25-39 years,Male,SMR04, ,120, ,1338.99, ,70, ,781.08, 
11566,2007/08,S08000016, ,25-39 years,Female,SMR04, ,80, ,849.35, ,50, ,530.84, 
11567,2007/08,S08000016, ,40-64 years,Male,SMR04, ,140, ,677.47, ,70, ,338.74, 
11568,2007/08,S08000016, ,40-64 years,Female,SMR04, ,90, ,423.13, ,60, ,282.09, 
11569,2007/08,S08000016, ,65plus years,Male,SMR04, ,110, ,1147.75, ,70, ,730.38, 
11570,2007/08,S08000016, ,65plus years,Female,SMR04, ,140, ,1134.43, ,80, ,648.25, 
11571,2007/08,S08000017, ,0-17 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11572,2007/08,S08000017, ,0-17 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11573,2007/08,S08000017, ,18-24 years,Male,SMR04, ,30, ,556.07, ,30, ,556.07, 
11574,2007/08,S08000017, ,18-24 years,Female,SMR04, ,20, ,396.59, ,20, ,396.59, 
11575,2007/08,S08000017, ,25-39 years,Male,SMR04, ,80, ,709.85, ,60, ,532.39, 
11576,2007/08,S08000017, ,25-39 years,Female,SMR04, ,80, ,650.25, ,50, ,406.4, 
11577,2007/08,S08000017, ,40-64 years,Male,SMR04, ,110, ,403.28, ,80, ,293.3, 
11578,2007/08,S08000017, ,40-64 years,Female,SMR04, ,120, ,420.9, ,80, ,280.6, 
11579,2007/08,S08000017, ,65plus years,Male,SMR04, ,70, ,506.84, ,60, ,434.44, 
11580,2007/08,S08000017, ,65plus years,Female,SMR04, ,80, ,465.01, ,70, ,406.88, 
11581,2007/08,S08000019, ,0-17 years,Male,SMR04, ,10, ,31.86, ,0, ,0, 
11582,2007/08,S08000019, ,0-17 years,Female,SMR04, ,10, ,33.29, ,10, ,33.29, 
11583,2007/08,S08000019, ,18-24 years,Male,SMR04, ,60, ,464.04, ,30, ,232.02, 
11584,2007/08,S08000019, ,18-24 years,Female,SMR04, ,50, ,387.96, ,20, ,155.18, 
11585,2007/08,S08000019, ,25-39 years,Male,SMR04, ,190, ,689.15, ,130, ,471.53, 
11586,2007/08,S08000019, ,25-39 years,Female,SMR04, ,160, ,538.88, ,100, ,336.8, 
11587,2007/08,S08000019, ,40-64 years,Male,SMR04, ,230, ,464.76, ,150, ,303.1, 
11588,2007/08,S08000019, ,40-64 years,Female,SMR04, ,190, ,369.33, ,130, ,252.7, 
11589,2007/08,S08000019, ,65plus years,Male,SMR04, ,110, ,562.57, ,90, ,460.29, 
11590,2007/08,S08000019, ,65plus years,Female,SMR04, ,130, ,493.28, ,100, ,379.45, 
11591,2007/08,S08000020, ,0-17 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11592,2007/08,S08000020, ,0-17 years,Female,SMR04, ,10, ,18.77, ,10, ,18.77, 
11593,2007/08,S08000020, ,18-24 years,Male,SMR04, ,80, ,306.06, ,50, ,191.29, 
11594,2007/08,S08000020, ,18-24 years,Female,SMR04, ,40, ,154.67, ,40, ,154.67, 
11595,2007/08,S08000020, ,25-39 years,Male,SMR04, ,230, ,407.84, ,150, ,265.99, 
11596,2007/08,S08000020, ,25-39 years,Female,SMR04, ,210, ,382.58, ,150, ,273.27, 
11597,2007/08,S08000020, ,40-64 years,Male,SMR04, ,330, ,346.93, ,220, ,231.29, 
11598,2007/08,S08000020, ,40-64 years,Female,SMR04, ,340, ,358.67, ,240, ,253.18, 
11599,2007/08,S08000020, ,65plus years,Male,SMR04, ,240, ,652.9, ,190, ,516.88, 
11600,2007/08,S08000020, ,65plus years,Female,SMR04, ,330, ,680.55, ,280, ,577.44, 
11601,2007/08,S08000022, ,0-17 years,Male,SMR04, ,10, ,30.74, ,10, ,30.74, 
11602,2007/08,S08000022, ,0-17 years,Female,SMR04, ,10, ,32.1, ,10, ,32.1, 
11603,2007/08,S08000022, ,18-24 years,Male,SMR04, ,50, ,402.93, ,40, ,322.35, 
11604,2007/08,S08000022, ,18-24 years,Female,SMR04, ,50, ,489, ,30, ,293.4, 
11605,2007/08,S08000022, ,25-39 years,Male,SMR04, ,190, ,714.34, ,150, ,563.95, 
11606,2007/08,S08000022, ,25-39 years,Female,SMR04, ,170, ,618.97, ,110, ,400.51, 
11607,2007/08,S08000022, ,40-64 years,Male,SMR04, ,290, ,501.8, ,220, ,380.68, 
11608,2007/08,S08000022, ,40-64 years,Female,SMR04, ,280, ,473.24, ,220, ,371.84, 
11609,2007/08,S08000022, ,65plus years,Male,SMR04, ,150, ,601.78, ,130, ,521.54, 
11610,2007/08,S08000022, ,65plus years,Female,SMR04, ,200, ,614.91, ,180, ,553.42, 
11611,2007/08,S08000024, ,0-17 years,Male,SMR04, ,30, ,37.1, ,20, ,24.73, 
11612,2007/08,S08000024, ,0-17 years,Female,SMR04, ,30, ,39.07, ,20, ,26.05, 
11613,2007/08,S08000024, ,18-24 years,Male,SMR04, ,140, ,347.35, ,110, ,272.92, 
11614,2007/08,S08000024, ,18-24 years,Female,SMR04, ,120, ,281.66, ,80, ,187.78, 
11615,2007/08,S08000024, ,25-39 years,Male,SMR04, ,550, ,617.01, ,380, ,426.3, 
11616,2007/08,S08000024, ,25-39 years,Female,SMR04, ,470, ,511.64, ,310, ,337.47, 
11617,2007/08,S08000024, ,40-64 years,Male,SMR04, ,690, ,538.68, ,490, ,382.54, 
11618,2007/08,S08000024, ,40-64 years,Female,SMR04, ,690, ,517.11, ,460, ,344.74, 
11619,2007/08,S08000024, ,65plus years,Male,SMR04, ,440, ,892.82, ,300, ,608.74, 
11620,2007/08,S08000024, ,65plus years,Female,SMR04, ,520, ,752.85, ,420, ,608.07, 
11621,2007/08,S08000025, ,0-17 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11622,2007/08,S08000025, ,0-17 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11623,2007/08,S08000025, ,18-24 years,Male,SMR04, ,0, ,0, ,0, ,0, 
11624,2007/08,S08000025, ,18-24 years,Female,SMR04, ,0, ,0, ,0, ,0, 
11625,2007/08,S08000025, ,25-39 years,Male,SMR04, ,10, ,613.12, ,0, ,0, 
11626,2007/08,S08000025, ,25-39 years,Female,SMR04, ,10, ,573.39, ,0, ,0, 
11627,2007/08,S08000025, ,40-64 years,Male,SMR04, ,10, ,255.56, ,10, ,255.56, 
11628,2007/08,S08000025, ,40-64 years,Female,SMR04, ,0, ,0, ,0, ,0, 
