_id,FinancialYear,HBT,HBTQF,Dataset,DatasetQF,LengthOfStay,NumberOfStays
5668,2019/20,S08000017, ,Total,d,8 - 28 days,240
5669,2019/20,S08000017, ,Total,d,29 days - 6 months,190
5670,2019/20,S08000017, ,Total,d,> 6 months,20
5671,2019/20,S08000029, ,SMR01, ,< 1 day,320
5672,2019/20,S08000029, ,SMR01, ,1 - 7 days,540
5673,2019/20,S08000029, ,SMR01, ,8 - 28 days,220
5674,2019/20,S08000029, ,SMR01, ,29 days - 6 months,120
5675,2019/20,S08000029, ,SMR01, ,> 6 months,0
5676,2019/20,S08000029, ,SMR04, ,< 1 day,30
5677,2019/20,S08000029, ,SMR04, ,1 - 7 days,290
5678,2019/20,S08000029, ,SMR04, ,8 - 28 days,320
5679,2019/20,S08000029, ,SMR04, ,29 days - 6 months,360
5680,2019/20,S08000029, ,SMR04, ,> 6 months,90
5681,2019/20,S08000029, ,Total,d,< 1 day,340
5682,2019/20,S08000029, ,Total,d,1 - 7 days,840
5683,2019/20,S08000029, ,Total,d,8 - 28 days,550
5684,2019/20,S08000029, ,Total,d,29 days - 6 months,480
5685,2019/20,S08000029, ,Total,d,> 6 months,90
5686,2019/20,S08000019, ,SMR01, ,< 1 day,220
5687,2019/20,S08000019, ,SMR01, ,1 - 7 days,440
5688,2019/20,S08000019, ,SMR01, ,8 - 28 days,120
5689,2019/20,S08000019, ,SMR01, ,29 days - 6 months,60
5690,2019/20,S08000019, ,SMR01, ,> 6 months,0
5691,2019/20,S08000019, ,SMR04, ,< 1 day,30
5692,2019/20,S08000019, ,SMR04, ,1 - 7 days,290
5693,2019/20,S08000019, ,SMR04, ,8 - 28 days,240
5694,2019/20,S08000019, ,SMR04, ,29 days - 6 months,240
5695,2019/20,S08000019, ,SMR04, ,> 6 months,80
5696,2019/20,S08000019, ,Total,d,< 1 day,250
5697,2019/20,S08000019, ,Total,d,1 - 7 days,730
5698,2019/20,S08000019, ,Total,d,8 - 28 days,370
5699,2019/20,S08000019, ,Total,d,29 days - 6 months,300
5700,2019/20,S08000019, ,Total,d,> 6 months,80
5701,2019/20,S08000020, ,SMR01, ,< 1 day,240
5702,2019/20,S08000020, ,SMR01, ,1 - 7 days,700
5703,2019/20,S08000020, ,SMR01, ,8 - 28 days,160
5704,2019/20,S08000020, ,SMR01, ,29 days - 6 months,80
5705,2019/20,S08000020, ,SMR01, ,> 6 months,0
5706,2019/20,S08000020, ,SMR04, ,< 1 day,150
5707,2019/20,S08000020, ,SMR04, ,1 - 7 days,360
5708,2019/20,S08000020, ,SMR04, ,8 - 28 days,510
5709,2019/20,S08000020, ,SMR04, ,29 days - 6 months,490
5710,2019/20,S08000020, ,SMR04, ,> 6 months,110
5711,2019/20,S08000020, ,Total,d,< 1 day,390
5712,2019/20,S08000020, ,Total,d,1 - 7 days,1060
5713,2019/20,S08000020, ,Total,d,8 - 28 days,670
5714,2019/20,S08000020, ,Total,d,29 days - 6 months,570
5715,2019/20,S08000020, ,Total,d,> 6 months,120
5716,2019/20,S08000031, ,SMR01, ,< 1 day,930
5717,2019/20,S08000031, ,SMR01, ,1 - 7 days,3030
5718,2019/20,S08000031, ,SMR01, ,8 - 28 days,800
5719,2019/20,S08000031, ,SMR01, ,29 days - 6 months,240
5720,2019/20,S08000031, ,SMR01, ,> 6 months,0
5721,2019/20,S08000031, ,SMR04, ,< 1 day,60
5722,2019/20,S08000031, ,SMR04, ,1 - 7 days,990
5723,2019/20,S08000031, ,SMR04, ,8 - 28 days,1790
5724,2019/20,S08000031, ,SMR04, ,29 days - 6 months,1550
5725,2019/20,S08000031, ,SMR04, ,> 6 months,320
5726,2019/20,S08000031, ,Total,d,< 1 day,980
5727,2019/20,S08000031, ,Total,d,1 - 7 days,4020
5728,2019/20,S08000031, ,Total,d,8 - 28 days,2600
5729,2019/20,S08000031, ,Total,d,29 days - 6 months,1790
5730,2019/20,S08000031, ,Total,d,> 6 months,320
5731,2019/20,S08000022, ,SMR01, ,< 1 day,170
5732,2019/20,S08000022, ,SMR01, ,1 - 7 days,420
5733,2019/20,S08000022, ,SMR01, ,8 - 28 days,140
5734,2019/20,S08000022, ,SMR01, ,29 days - 6 months,80
5735,2019/20,S08000022, ,SMR01, ,> 6 months,10
5736,2019/20,S08000022, ,SMR04, ,< 1 day,10
5737,2019/20,S08000022, ,SMR04, ,1 - 7 days,230
5738,2019/20,S08000022, ,SMR04, ,8 - 28 days,260
5739,2019/20,S08000022, ,SMR04, ,29 days - 6 months,200
5740,2019/20,S08000022, ,SMR04, ,> 6 months,60
5741,2019/20,S08000022, ,Total,d,< 1 day,190
5742,2019/20,S08000022, ,Total,d,1 - 7 days,650
5743,2019/20,S08000022, ,Total,d,8 - 28 days,410
5744,2019/20,S08000022, ,Total,d,29 days - 6 months,290
5745,2019/20,S08000022, ,Total,d,> 6 months,70
5746,2019/20,S08000032, ,SMR01, ,< 1 day,430
5747,2019/20,S08000032, ,SMR01, ,1 - 7 days,1130
5748,2019/20,S08000032, ,SMR01, ,8 - 28 days,420
5749,2019/20,S08000032, ,SMR01, ,29 days - 6 months,100
5750,2019/20,S08000032, ,SMR01, ,> 6 months,0
5751,2019/20,S08000032, ,SMR04, ,< 1 day,30
5752,2019/20,S08000032, ,SMR04, ,1 - 7 days,290
5753,2019/20,S08000032, ,SMR04, ,8 - 28 days,560
5754,2019/20,S08000032, ,SMR04, ,29 days - 6 months,480
5755,2019/20,S08000032, ,SMR04, ,> 6 months,100
5756,2019/20,S08000032, ,Total,d,< 1 day,460
5757,2019/20,S08000032, ,Total,d,1 - 7 days,1430
5758,2019/20,S08000032, ,Total,d,8 - 28 days,980
5759,2019/20,S08000032, ,Total,d,29 days - 6 months,580
5760,2019/20,S08000032, ,Total,d,> 6 months,100
5761,2019/20,S08000024, ,SMR01, ,< 1 day,450
5762,2019/20,S08000024, ,SMR01, ,1 - 7 days,1190
5763,2019/20,S08000024, ,SMR01, ,8 - 28 days,370
5764,2019/20,S08000024, ,SMR01, ,29 days - 6 months,240
5765,2019/20,S08000024, ,SMR01, ,> 6 months,20
5766,2019/20,S08000024, ,SMR04, ,< 1 day,250
5767,2019/20,S08000024, ,SMR04, ,1 - 7 days,760
5768,2019/20,S08000024, ,SMR04, ,8 - 28 days,940
5769,2019/20,S08000024, ,SMR04, ,29 days - 6 months,690
5770,2019/20,S08000024, ,SMR04, ,> 6 months,170
5771,2019/20,S08000024, ,Total,d,< 1 day,700
5772,2019/20,S08000024, ,Total,d,1 - 7 days,1950
5773,2019/20,S08000024, ,Total,d,8 - 28 days,1310
5774,2019/20,S08000024, ,Total,d,29 days - 6 months,940
5775,2019/20,S08000024, ,Total,d,> 6 months,190
5776,2019/20,S08000025, ,SMR01, ,< 1 day,20
5777,2019/20,S08000025, ,SMR01, ,1 - 7 days,30
5778,2019/20,S08000025, ,SMR01, ,8 - 28 days,0
5779,2019/20,S08000025, ,SMR01, ,29 days - 6 months,0
5780,2019/20,S08000025, ,SMR01, ,> 6 months,0
5781,2019/20,S08000025, ,SMR04, ,< 1 day,0
5782,2019/20,S08000025, ,SMR04, ,1 - 7 days,0
5783,2019/20,S08000025, ,SMR04, ,8 - 28 days,0
5784,2019/20,S08000025, ,SMR04, ,29 days - 6 months,0
5785,2019/20,S08000025, ,SMR04, ,> 6 months,0
5786,2019/20,S08000025, ,Total,d,< 1 day,20
5787,2019/20,S08000025, ,Total,d,1 - 7 days,30
5788,2019/20,S08000025, ,Total,d,8 - 28 days,0
5789,2019/20,S08000025, ,Total,d,29 days - 6 months,0
5790,2019/20,S08000025, ,Total,d,> 6 months,0
5791,2019/20,S08000026, ,SMR01, ,< 1 day,10
5792,2019/20,S08000026, ,SMR01, ,1 - 7 days,60
5793,2019/20,S08000026, ,SMR01, ,8 - 28 days,10
5794,2019/20,S08000026, ,SMR01, ,29 days - 6 months,0
5795,2019/20,S08000026, ,SMR01, ,> 6 months,0
5796,2019/20,S08000026, ,SMR04, ,< 1 day,0
5797,2019/20,S08000026, ,SMR04, ,1 - 7 days,0
5798,2019/20,S08000026, ,SMR04, ,8 - 28 days,0
5799,2019/20,S08000026, ,SMR04, ,29 days - 6 months,0
5800,2019/20,S08000026, ,SMR04, ,> 6 months,0
5801,2019/20,S08000026, ,Total,d,< 1 day,10
5802,2019/20,S08000026, ,Total,d,1 - 7 days,60
5803,2019/20,S08000026, ,Total,d,8 - 28 days,10
5804,2019/20,S08000026, ,Total,d,29 days - 6 months,0
5805,2019/20,S08000026, ,Total,d,> 6 months,0
5806,2019/20,S08000030, ,SMR01, ,< 1 day,370
5807,2019/20,S08000030, ,SMR01, ,1 - 7 days,610
5808,2019/20,S08000030, ,SMR01, ,8 - 28 days,220
5809,2019/20,S08000030, ,SMR01, ,29 days - 6 months,110
5810,2019/20,S08000030, ,SMR01, ,> 6 months,0
5811,2019/20,S08000030, ,SMR04, ,< 1 day,40
5812,2019/20,S08000030, ,SMR04, ,1 - 7 days,540
5813,2019/20,S08000030, ,SMR04, ,8 - 28 days,480
5814,2019/20,S08000030, ,SMR04, ,29 days - 6 months,530
5815,2019/20,S08000030, ,SMR04, ,> 6 months,90
5816,2019/20,S08000030, ,Total,d,< 1 day,410
5817,2019/20,S08000030, ,Total,d,1 - 7 days,1140
5818,2019/20,S08000030, ,Total,d,8 - 28 days,690
5819,2019/20,S08000030, ,Total,d,29 days - 6 months,640
5820,2019/20,S08000030, ,Total,d,> 6 months,90
5821,2019/20,S08000028, ,SMR01, ,< 1 day,20
5822,2019/20,S08000028, ,SMR01, ,1 - 7 days,60
5823,2019/20,S08000028, ,SMR01, ,8 - 28 days,10
5824,2019/20,S08000028, ,SMR01, ,29 days - 6 months,10
5825,2019/20,S08000028, ,SMR01, ,> 6 months,0
5826,2019/20,S08000028, ,SMR04, ,< 1 day,0
5827,2019/20,S08000028, ,SMR04, ,1 - 7 days,10
5828,2019/20,S08000028, ,SMR04, ,8 - 28 days,10
5829,2019/20,S08000028, ,SMR04, ,29 days - 6 months,20
5830,2019/20,S08000028, ,SMR04, ,> 6 months,0
5831,2019/20,S08000028, ,Total,d,< 1 day,20
5832,2019/20,S08000028, ,Total,d,1 - 7 days,80
5833,2019/20,S08000028, ,Total,d,8 - 28 days,20
5834,2019/20,S08000028, ,Total,d,29 days - 6 months,30
5835,2019/20,S08000028, ,Total,d,> 6 months,0
5836,2019/20,SB0802, ,SMR01, ,< 1 day,0
5837,2019/20,SB0802, ,SMR01, ,1 - 7 days,0
5838,2019/20,SB0802, ,SMR01, ,8 - 28 days,0
5839,2019/20,SB0802, ,SMR01, ,29 days - 6 months,0
5840,2019/20,SB0802, ,SMR01, ,> 6 months,0
5841,2019/20,SB0802, ,SMR04, ,< 1 day,0
5842,2019/20,SB0802, ,SMR04, ,1 - 7 days,0
5843,2019/20,SB0802, ,SMR04, ,8 - 28 days,0
5844,2019/20,SB0802, ,SMR04, ,29 days - 6 months,0
5845,2019/20,SB0802, ,SMR04, ,> 6 months,10
5846,2019/20,SB0802, ,Total,d,< 1 day,0
5847,2019/20,SB0802, ,Total,d,1 - 7 days,0
5848,2019/20,SB0802, ,Total,d,8 - 28 days,0
5849,2019/20,SB0802, ,Total,d,29 days - 6 months,0
5850,2019/20,SB0802, ,Total,d,> 6 months,10
5851,2019/20,S92000003,d,SMR01, ,< 1 day,3660
5852,2019/20,S92000003,d,SMR01, ,1 - 7 days,9090
5853,2019/20,S92000003,d,SMR01, ,8 - 28 days,2800
5854,2019/20,S92000003,d,SMR01, ,29 days - 6 months,1150
5855,2019/20,S92000003,d,SMR01, ,> 6 months,50
5856,2019/20,S92000003,d,SMR04, ,< 1 day,700
5857,2019/20,S92000003,d,SMR04, ,1 - 7 days,4400
5858,2019/20,S92000003,d,SMR04, ,8 - 28 days,5690
5859,2019/20,S92000003,d,SMR04, ,29 days - 6 months,5100
5860,2019/20,S92000003,d,SMR04, ,> 6 months,1130
5861,2019/20,S92000003,d,Total,d,< 1 day,4360
5862,2019/20,S92000003,d,Total,d,1 - 7 days,13490
5863,2019/20,S92000003,d,Total,d,8 - 28 days,8490
5864,2019/20,S92000003,d,Total,d,29 days - 6 months,6250
5865,2019/20,S92000003,d,Total,d,> 6 months,1180
5866,2020/21,SB0801, ,SMR01, ,< 1 day,0
5867,2020/21,SB0801, ,SMR01, ,1 - 7 days,0
5868,2020/21,SB0801, ,SMR01, ,8 - 28 days,0
5869,2020/21,SB0801, ,SMR01, ,29 days - 6 months,0
5870,2020/21,SB0801, ,SMR01, ,> 6 months,0
5871,2020/21,SB0801, ,SMR04, ,< 1 day,0
5872,2020/21,SB0801, ,SMR04, ,1 - 7 days,0
5873,2020/21,SB0801, ,SMR04, ,8 - 28 days,0
5874,2020/21,SB0801, ,SMR04, ,29 days - 6 months,0
5875,2020/21,SB0801, ,SMR04, ,> 6 months,0
5876,2020/21,SB0801, ,Total,d,< 1 day,0
5877,2020/21,SB0801, ,Total,d,1 - 7 days,0
5878,2020/21,SB0801, ,Total,d,8 - 28 days,0
5879,2020/21,SB0801, ,Total,d,29 days - 6 months,0
5880,2020/21,SB0801, ,Total,d,> 6 months,0
5881,2020/21,S08000015, ,SMR01, ,< 1 day,170
5882,2020/21,S08000015, ,SMR01, ,1 - 7 days,510
5883,2020/21,S08000015, ,SMR01, ,8 - 28 days,170
5884,2020/21,S08000015, ,SMR01, ,29 days - 6 months,60
5885,2020/21,S08000015, ,SMR01, ,> 6 months,0
5886,2020/21,S08000015, ,SMR04, ,< 1 day,20
5887,2020/21,S08000015, ,SMR04, ,1 - 7 days,200
5888,2020/21,S08000015, ,SMR04, ,8 - 28 days,300
5889,2020/21,S08000015, ,SMR04, ,29 days - 6 months,240
5890,2020/21,S08000015, ,SMR04, ,> 6 months,50
5891,2020/21,S08000015, ,Total,d,< 1 day,190
5892,2020/21,S08000015, ,Total,d,1 - 7 days,700
5893,2020/21,S08000015, ,Total,d,8 - 28 days,470
5894,2020/21,S08000015, ,Total,d,29 days - 6 months,300
5895,2020/21,S08000015, ,Total,d,> 6 months,50
5896,2020/21,S08000016, ,SMR01, ,< 1 day,30
5897,2020/21,S08000016, ,SMR01, ,1 - 7 days,140
5898,2020/21,S08000016, ,SMR01, ,8 - 28 days,60
5899,2020/21,S08000016, ,SMR01, ,29 days - 6 months,10
5900,2020/21,S08000016, ,SMR01, ,> 6 months,0
5901,2020/21,S08000016, ,SMR04, ,< 1 day,30
5902,2020/21,S08000016, ,SMR04, ,1 - 7 days,120
5903,2020/21,S08000016, ,SMR04, ,8 - 28 days,110
5904,2020/21,S08000016, ,SMR04, ,29 days - 6 months,90
5905,2020/21,S08000016, ,SMR04, ,> 6 months,20
5906,2020/21,S08000016, ,Total,d,< 1 day,60
5907,2020/21,S08000016, ,Total,d,1 - 7 days,260
5908,2020/21,S08000016, ,Total,d,8 - 28 days,180
5909,2020/21,S08000016, ,Total,d,29 days - 6 months,100
5910,2020/21,S08000016, ,Total,d,> 6 months,20
5911,2020/21,S08000017, ,SMR01, ,< 1 day,250
5912,2020/21,S08000017, ,SMR01, ,1 - 7 days,160
5913,2020/21,S08000017, ,SMR01, ,8 - 28 days,50
5914,2020/21,S08000017, ,SMR01, ,29 days - 6 months,20
5915,2020/21,S08000017, ,SMR01, ,> 6 months,0
5916,2020/21,S08000017, ,SMR04, ,< 1 day,60
5917,2020/21,S08000017, ,SMR04, ,1 - 7 days,200
5918,2020/21,S08000017, ,SMR04, ,8 - 28 days,130
5919,2020/21,S08000017, ,SMR04, ,29 days - 6 months,130
5920,2020/21,S08000017, ,SMR04, ,> 6 months,20
5921,2020/21,S08000017, ,Total,d,< 1 day,320
5922,2020/21,S08000017, ,Total,d,1 - 7 days,360
5923,2020/21,S08000017, ,Total,d,8 - 28 days,180
5924,2020/21,S08000017, ,Total,d,29 days - 6 months,150
5925,2020/21,S08000017, ,Total,d,> 6 months,20
5926,2020/21,S08000029, ,SMR01, ,< 1 day,210
5927,2020/21,S08000029, ,SMR01, ,1 - 7 days,540
5928,2020/21,S08000029, ,SMR01, ,8 - 28 days,210
5929,2020/21,S08000029, ,SMR01, ,29 days - 6 months,120
5930,2020/21,S08000029, ,SMR01, ,> 6 months,0
5931,2020/21,S08000029, ,SMR04, ,< 1 day,20
5932,2020/21,S08000029, ,SMR04, ,1 - 7 days,260
5933,2020/21,S08000029, ,SMR04, ,8 - 28 days,230
5934,2020/21,S08000029, ,SMR04, ,29 days - 6 months,220
5935,2020/21,S08000029, ,SMR04, ,> 6 months,70
5936,2020/21,S08000029, ,Total,d,< 1 day,230
5937,2020/21,S08000029, ,Total,d,1 - 7 days,800
5938,2020/21,S08000029, ,Total,d,8 - 28 days,440
5939,2020/21,S08000029, ,Total,d,29 days - 6 months,340
5940,2020/21,S08000029, ,Total,d,> 6 months,70
5941,2020/21,S08000019, ,SMR01, ,< 1 day,180
5942,2020/21,S08000019, ,SMR01, ,1 - 7 days,410
5943,2020/21,S08000019, ,SMR01, ,8 - 28 days,150
5944,2020/21,S08000019, ,SMR01, ,29 days - 6 months,60
5945,2020/21,S08000019, ,SMR01, ,> 6 months,0
5946,2020/21,S08000019, ,SMR04, ,< 1 day,30
5947,2020/21,S08000019, ,SMR04, ,1 - 7 days,220
5948,2020/21,S08000019, ,SMR04, ,8 - 28 days,260
5949,2020/21,S08000019, ,SMR04, ,29 days - 6 months,240
5950,2020/21,S08000019, ,SMR04, ,> 6 months,70
5951,2020/21,S08000019, ,Total,d,< 1 day,220
5952,2020/21,S08000019, ,Total,d,1 - 7 days,620
5953,2020/21,S08000019, ,Total,d,8 - 28 days,410
5954,2020/21,S08000019, ,Total,d,29 days - 6 months,300
5955,2020/21,S08000019, ,Total,d,> 6 months,70
5956,2020/21,S08000020, ,SMR01, ,< 1 day,240
5957,2020/21,S08000020, ,SMR01, ,1 - 7 days,730
5958,2020/21,S08000020, ,SMR01, ,8 - 28 days,160
5959,2020/21,S08000020, ,SMR01, ,29 days - 6 months,60
5960,2020/21,S08000020, ,SMR01, ,> 6 months,0
5961,2020/21,S08000020, ,SMR04, ,< 1 day,180
5962,2020/21,S08000020, ,SMR04, ,1 - 7 days,270
5963,2020/21,S08000020, ,SMR04, ,8 - 28 days,470
5964,2020/21,S08000020, ,SMR04, ,29 days - 6 months,460
5965,2020/21,S08000020, ,SMR04, ,> 6 months,90
5966,2020/21,S08000020, ,Total,d,< 1 day,430
5967,2020/21,S08000020, ,Total,d,1 - 7 days,1000
5968,2020/21,S08000020, ,Total,d,8 - 28 days,640
5969,2020/21,S08000020, ,Total,d,29 days - 6 months,520
5970,2020/21,S08000020, ,Total,d,> 6 months,90
5971,2020/21,S08000031, ,SMR01, ,< 1 day,680
5972,2020/21,S08000031, ,SMR01, ,1 - 7 days,2880
5973,2020/21,S08000031, ,SMR01, ,8 - 28 days,740
5974,2020/21,S08000031, ,SMR01, ,29 days - 6 months,250
5975,2020/21,S08000031, ,SMR01, ,> 6 months,0
5976,2020/21,S08000031, ,SMR04, ,< 1 day,60
5977,2020/21,S08000031, ,SMR04, ,1 - 7 days,940
5978,2020/21,S08000031, ,SMR04, ,8 - 28 days,1580
5979,2020/21,S08000031, ,SMR04, ,29 days - 6 months,1310
5980,2020/21,S08000031, ,SMR04, ,> 6 months,290
5981,2020/21,S08000031, ,Total,d,< 1 day,740
5982,2020/21,S08000031, ,Total,d,1 - 7 days,3820
5983,2020/21,S08000031, ,Total,d,8 - 28 days,2320
5984,2020/21,S08000031, ,Total,d,29 days - 6 months,1560
5985,2020/21,S08000031, ,Total,d,> 6 months,290
5986,2020/21,S08000022, ,SMR01, ,< 1 day,100
5987,2020/21,S08000022, ,SMR01, ,1 - 7 days,410
5988,2020/21,S08000022, ,SMR01, ,8 - 28 days,130
5989,2020/21,S08000022, ,SMR01, ,29 days - 6 months,80
5990,2020/21,S08000022, ,SMR01, ,> 6 months,10
5991,2020/21,S08000022, ,SMR04, ,< 1 day,20
5992,2020/21,S08000022, ,SMR04, ,1 - 7 days,140
5993,2020/21,S08000022, ,SMR04, ,8 - 28 days,140
5994,2020/21,S08000022, ,SMR04, ,29 days - 6 months,170
5995,2020/21,S08000022, ,SMR04, ,> 6 months,50
5996,2020/21,S08000022, ,Total,d,< 1 day,120
5997,2020/21,S08000022, ,Total,d,1 - 7 days,560
5998,2020/21,S08000022, ,Total,d,8 - 28 days,270
5999,2020/21,S08000022, ,Total,d,29 days - 6 months,250
6000,2020/21,S08000022, ,Total,d,> 6 months,60
6001,2020/21,S08000032, ,SMR01, ,< 1 day,340
6002,2020/21,S08000032, ,SMR01, ,1 - 7 days,1090
6003,2020/21,S08000032, ,SMR01, ,8 - 28 days,340
6004,2020/21,S08000032, ,SMR01, ,29 days - 6 months,60
6005,2020/21,S08000032, ,SMR01, ,> 6 months,0
6006,2020/21,S08000032, ,SMR04, ,< 1 day,20
6007,2020/21,S08000032, ,SMR04, ,1 - 7 days,380
6008,2020/21,S08000032, ,SMR04, ,8 - 28 days,460
6009,2020/21,S08000032, ,SMR04, ,29 days - 6 months,330
6010,2020/21,S08000032, ,SMR04, ,> 6 months,80
6011,2020/21,S08000032, ,Total,d,< 1 day,370
6012,2020/21,S08000032, ,Total,d,1 - 7 days,1470
6013,2020/21,S08000032, ,Total,d,8 - 28 days,790
6014,2020/21,S08000032, ,Total,d,29 days - 6 months,390
6015,2020/21,S08000032, ,Total,d,> 6 months,80
6016,2020/21,S08000024, ,SMR01, ,< 1 day,480
6017,2020/21,S08000024, ,SMR01, ,1 - 7 days,1070
6018,2020/21,S08000024, ,SMR01, ,8 - 28 days,480
6019,2020/21,S08000024, ,SMR01, ,29 days - 6 months,200
6020,2020/21,S08000024, ,SMR01, ,> 6 months,0
6021,2020/21,S08000024, ,SMR04, ,< 1 day,250
6022,2020/21,S08000024, ,SMR04, ,1 - 7 days,820
6023,2020/21,S08000024, ,SMR04, ,8 - 28 days,850
6024,2020/21,S08000024, ,SMR04, ,29 days - 6 months,660
6025,2020/21,S08000024, ,SMR04, ,> 6 months,150
6026,2020/21,S08000024, ,Total,d,< 1 day,730
6027,2020/21,S08000024, ,Total,d,1 - 7 days,1890
6028,2020/21,S08000024, ,Total,d,8 - 28 days,1330
6029,2020/21,S08000024, ,Total,d,29 days - 6 months,870
6030,2020/21,S08000024, ,Total,d,> 6 months,160
6031,2020/21,S08000025, ,SMR01, ,< 1 day,10
6032,2020/21,S08000025, ,SMR01, ,1 - 7 days,30
6033,2020/21,S08000025, ,SMR01, ,8 - 28 days,0
6034,2020/21,S08000025, ,SMR01, ,29 days - 6 months,0
6035,2020/21,S08000025, ,SMR01, ,> 6 months,0
6036,2020/21,S08000025, ,SMR04, ,< 1 day,0
6037,2020/21,S08000025, ,SMR04, ,1 - 7 days,0
6038,2020/21,S08000025, ,SMR04, ,8 - 28 days,0
6039,2020/21,S08000025, ,SMR04, ,29 days - 6 months,0
6040,2020/21,S08000025, ,SMR04, ,> 6 months,0
6041,2020/21,S08000025, ,Total,d,< 1 day,10
6042,2020/21,S08000025, ,Total,d,1 - 7 days,30
6043,2020/21,S08000025, ,Total,d,8 - 28 days,0
6044,2020/21,S08000025, ,Total,d,29 days - 6 months,0
6045,2020/21,S08000025, ,Total,d,> 6 months,0
6046,2020/21,S08000026, ,SMR01, ,< 1 day,20
6047,2020/21,S08000026, ,SMR01, ,1 - 7 days,40
6048,2020/21,S08000026, ,SMR01, ,8 - 28 days,10
6049,2020/21,S08000026, ,SMR01, ,29 days - 6 months,0
6050,2020/21,S08000026, ,SMR01, ,> 6 months,0
6051,2020/21,S08000026, ,SMR04, ,< 1 day,0
6052,2020/21,S08000026, ,SMR04, ,1 - 7 days,0
6053,2020/21,S08000026, ,SMR04, ,8 - 28 days,0
6054,2020/21,S08000026, ,SMR04, ,29 days - 6 months,0
6055,2020/21,S08000026, ,SMR04, ,> 6 months,0
6056,2020/21,S08000026, ,Total,d,< 1 day,20
6057,2020/21,S08000026, ,Total,d,1 - 7 days,40
6058,2020/21,S08000026, ,Total,d,8 - 28 days,10
6059,2020/21,S08000026, ,Total,d,29 days - 6 months,0
6060,2020/21,S08000026, ,Total,d,> 6 months,0
6061,2020/21,S08000030, ,SMR01, ,< 1 day,320
6062,2020/21,S08000030, ,SMR01, ,1 - 7 days,580
6063,2020/21,S08000030, ,SMR01, ,8 - 28 days,190
6064,2020/21,S08000030, ,SMR01, ,29 days - 6 months,40
6065,2020/21,S08000030, ,SMR01, ,> 6 months,0
6066,2020/21,S08000030, ,SMR04, ,< 1 day,30
6067,2020/21,S08000030, ,SMR04, ,1 - 7 days,530
6068,2020/21,S08000030, ,SMR04, ,8 - 28 days,400
6069,2020/21,S08000030, ,SMR04, ,29 days - 6 months,420
6070,2020/21,S08000030, ,SMR04, ,> 6 months,90
6071,2020/21,S08000030, ,Total,d,< 1 day,350
6072,2020/21,S08000030, ,Total,d,1 - 7 days,1110
6073,2020/21,S08000030, ,Total,d,8 - 28 days,590
6074,2020/21,S08000030, ,Total,d,29 days - 6 months,460
6075,2020/21,S08000030, ,Total,d,> 6 months,90
6076,2020/21,S08000028, ,SMR01, ,< 1 day,10
6077,2020/21,S08000028, ,SMR01, ,1 - 7 days,50
6078,2020/21,S08000028, ,SMR01, ,8 - 28 days,10
6079,2020/21,S08000028, ,SMR01, ,29 days - 6 months,0
6080,2020/21,S08000028, ,SMR01, ,> 6 months,0
6081,2020/21,S08000028, ,SMR04, ,< 1 day,0
6082,2020/21,S08000028, ,SMR04, ,1 - 7 days,20
6083,2020/21,S08000028, ,SMR04, ,8 - 28 days,20
6084,2020/21,S08000028, ,SMR04, ,29 days - 6 months,10
6085,2020/21,S08000028, ,SMR04, ,> 6 months,0
6086,2020/21,S08000028, ,Total,d,< 1 day,10
6087,2020/21,S08000028, ,Total,d,1 - 7 days,70
6088,2020/21,S08000028, ,Total,d,8 - 28 days,30
6089,2020/21,S08000028, ,Total,d,29 days - 6 months,10
6090,2020/21,S08000028, ,Total,d,> 6 months,0
6091,2020/21,SB0802, ,SMR01, ,< 1 day,0
6092,2020/21,SB0802, ,SMR01, ,1 - 7 days,0
6093,2020/21,SB0802, ,SMR01, ,8 - 28 days,0
6094,2020/21,SB0802, ,SMR01, ,29 days - 6 months,0
6095,2020/21,SB0802, ,SMR01, ,> 6 months,0
6096,2020/21,SB0802, ,SMR04, ,< 1 day,0
6097,2020/21,SB0802, ,SMR04, ,1 - 7 days,0
6098,2020/21,SB0802, ,SMR04, ,8 - 28 days,0
6099,2020/21,SB0802, ,SMR04, ,29 days - 6 months,0
6100,2020/21,SB0802, ,SMR04, ,> 6 months,20
6101,2020/21,SB0802, ,Total,d,< 1 day,0
6102,2020/21,SB0802, ,Total,d,1 - 7 days,0
6103,2020/21,SB0802, ,Total,d,8 - 28 days,0
6104,2020/21,SB0802, ,Total,d,29 days - 6 months,0
6105,2020/21,SB0802, ,Total,d,> 6 months,20
6106,2020/21,S92000003,d,SMR01, ,< 1 day,3040
6107,2020/21,S92000003,d,SMR01, ,1 - 7 days,8630
6108,2020/21,S92000003,d,SMR01, ,8 - 28 days,2700
6109,2020/21,S92000003,d,SMR01, ,29 days - 6 months,980
6110,2020/21,S92000003,d,SMR01, ,> 6 months,30
6111,2020/21,S92000003,d,SMR04, ,< 1 day,730
6112,2020/21,S92000003,d,SMR04, ,1 - 7 days,4100
6113,2020/21,S92000003,d,SMR04, ,8 - 28 days,4950
6114,2020/21,S92000003,d,SMR04, ,29 days - 6 months,4280
6115,2020/21,S92000003,d,SMR04, ,> 6 months,980
6116,2020/21,S92000003,d,Total,d,< 1 day,3770
6117,2020/21,S92000003,d,Total,d,1 - 7 days,12730
6118,2020/21,S92000003,d,Total,d,8 - 28 days,7650
6119,2020/21,S92000003,d,Total,d,29 days - 6 months,5260
