financial_year,health_board,age_group,sex,discharge_count,discharge_count_qf,discharge_rates,discharge_rates_qf,patients_count,patient_count_qf,patients_rates,patient_rates_qf
2000,NHS Tayside,40-64,Female,440,NA,689.66,NA,290,NA,454.55,NA
2000,NHS Tayside,65+,Male,360,NA,1267.78,NA,250,NA,880.41,NA
2000,NHS Tayside,65+,Female,600,NA,1447.42,NA,440,NA,1061.44,NA
2000,NHS Greater Glasgow and Clyde,0-17,Male,140,NA,110.06,NA,120,NA,94.33,NA
2000,NHS Greater Glasgow and Clyde,0-17,Female,110,NA,90.91,NA,100,NA,82.65,NA
2000,NHS Greater Glasgow and Clyde,18-24,Male,490,NA,970.76,NA,330,NA,653.78,NA
2000,NHS Greater Glasgow and Clyde,18-24,Female,280,NA,514.45,NA,210,NA,385.84,NA
2000,NHS Greater Glasgow and Clyde,25-39,Male,1840,NA,1511.74,NA,1190,NA,977.7,NA
2000,NHS Greater Glasgow and Clyde,25-39,Female,1170,NA,864.09,NA,740,NA,546.52,NA
2000,NHS Greater Glasgow and Clyde,40-64,Male,2000,NA,1210.6,NA,1430,NA,865.58,NA
2000,NHS Greater Glasgow and Clyde,40-64,Female,1360,NA,777.41,NA,940,NA,537.33,NA
2000,NHS Greater Glasgow and Clyde,65+,Male,1010,NA,1477.77,NA,760,NA,1111.99,NA
2000,NHS Greater Glasgow and Clyde,65+,Female,1680,NA,1552.18,NA,1240,NA,1145.66,NA
2000,NHS Lanarkshire,0-17,Male,50,NA,67.93,NA,50,NA,67.93,NA
2000,NHS Lanarkshire,0-17,Female,40,NA,57.11,NA,40,NA,57.11,NA
2000,NHS Lanarkshire,18-24,Male,220,NA,832.95,NA,150,NA,567.92,NA
2000,NHS Lanarkshire,18-24,Female,110,NA,423.47,NA,70,NA,269.48,NA
2000,NHS Lanarkshire,25-39,Male,710,NA,1053.05,NA,480,NA,711.92,NA
2000,NHS Lanarkshire,25-39,Female,540,NA,740.94,NA,340,NA,466.52,NA
2000,NHS Lanarkshire,40-64,Male,780,NA,819.02,NA,530,NA,556.51,NA
2000,NHS Lanarkshire,40-64,Female,600,NA,584.69,NA,400,NA,389.79,NA
2000,NHS Lanarkshire,65+,Male,490,NA,1364.6,NA,320,NA,891.17,NA
2000,NHS Lanarkshire,65+,Female,720,NA,1344.19,NA,480,NA,896.12,NA
2001,NHS Ayrshire and Arran,0-17,Male,90,NA,219.02,NA,80,NA,194.68,NA
2001,NHS Ayrshire and Arran,0-17,Female,80,NA,201.59,NA,70,NA,176.39,NA
2001,NHS Ayrshire and Arran,18-24,Male,180,NA,1318.1,NA,120,NA,878.73,NA
2001,NHS Ayrshire and Arran,18-24,Female,120,NA,884.96,NA,80,NA,589.97,NA
2001,NHS Ayrshire and Arran,25-39,Male,430,NA,1197.54,NA,300,NA,835.49,NA
2001,NHS Ayrshire and Arran,25-39,Female,300,NA,769.59,NA,200,NA,513.06,NA
2001,NHS Ayrshire and Arran,40-64,Male,570,NA,960.42,NA,360,NA,606.58,NA
2001,NHS Ayrshire and Arran,40-64,Female,400,NA,633.06,NA,280,NA,443.14,NA
2001,NHS Ayrshire and Arran,65+,Male,420,NA,1644.35,NA,240,NA,939.63,NA
2001,NHS Ayrshire and Arran,65+,Female,490,NA,1312.58,NA,340,NA,910.77,NA
2001,NHS Borders,0-17,Male,30,NA,261.03,NA,30,NA,261.03,NA
2001,NHS Borders,0-17,Female,20,NA,179,NA,20,NA,179,NA
2001,NHS Borders,18-24,Male,60,NA,1889.17,NA,30,NA,944.58,NA
2001,NHS Borders,18-24,Female,20,NA,630.12,NA,20,NA,630.12,NA
2001,NHS Borders,25-39,Male,120,NA,1167.66,NA,80,NA,778.44,NA
2001,NHS Borders,25-39,Female,80,NA,749.63,NA,50,NA,468.52,NA
2001,NHS Borders,40-64,Male,150,NA,833.61,NA,90,NA,500.17,NA
2001,NHS Borders,40-64,Female,150,NA,799.32,NA,90,NA,479.59,NA
2001,NHS Borders,65+,Male,130,NA,1524.57,NA,90,NA,1055.47,NA
2001,NHS Borders,65+,Female,210,NA,1795.18,NA,150,NA,1282.27,NA
2001,NHS Dumfries and Galloway,0-17,Male,20,NA,124.3,NA,20,NA,124.3,NA
2001,NHS Dumfries and Galloway,0-17,Female,20,NA,130.18,NA,20,NA,130.18,NA
2001,NHS Dumfries and Galloway,18-24,Male,50,NA,1098.9,NA,40,NA,879.12,NA
2001,NHS Dumfries and Galloway,18-24,Female,20,NA,460.51,NA,20,NA,460.51,NA
2001,NHS Dumfries and Galloway,25-39,Male,120,NA,881.06,NA,80,NA,587.37,NA
2001,NHS Dumfries and Galloway,25-39,Female,150,NA,1035.13,NA,100,NA,690.08,NA
2001,NHS Dumfries and Galloway,40-64,Male,170,NA,682.32,NA,120,NA,481.64,NA
2001,NHS Dumfries and Galloway,40-64,Female,210,NA,808.84,NA,140,NA,539.23,NA
2001,NHS Dumfries and Galloway,65+,Male,120,NA,988.96,NA,80,NA,659.3,NA
2001,NHS Dumfries and Galloway,65+,Female,180,NA,1103.55,NA,130,NA,797.01,NA
2001,NHS Forth Valley,0-17,Male,30,NA,94.86,NA,30,NA,94.86,NA
2001,NHS Forth Valley,0-17,Female,30,NA,99.33,NA,20,NA,66.22,NA
2001,NHS Forth Valley,18-24,Male,80,NA,671.7,NA,60,NA,503.78,NA
2001,NHS Forth Valley,18-24,Female,40,NA,330.44,NA,30,NA,247.83,NA
2001,NHS Forth Valley,25-39,Male,260,NA,904,NA,170,NA,591.08,NA
2001,NHS Forth Valley,25-39,Female,220,NA,709.88,NA,140,NA,451.74,NA
2001,NHS Forth Valley,40-64,Male,240,NA,537.53,NA,170,NA,380.75,NA
2001,NHS Forth Valley,40-64,Female,220,NA,473.75,NA,150,NA,323.01,NA
2001,NHS Forth Valley,65+,Male,160,NA,913.35,NA,120,NA,685.01,NA
2001,NHS Forth Valley,65+,Female,250,NA,986.62,NA,200,NA,789.3,NA
2001,NHS Grampian,0-17,Male,60,NA,103.57,NA,60,NA,103.57,NA
2001,NHS Grampian,0-17,Female,70,NA,127.89,NA,60,NA,109.62,NA
2001,NHS Grampian,18-24,Male,210,NA,846.81,NA,130,NA,524.21,NA
2001,NHS Grampian,18-24,Female,110,NA,478.49,NA,70,NA,304.49,NA
2001,NHS Grampian,25-39,Male,500,NA,852.82,NA,280,NA,477.58,NA
2001,NHS Grampian,25-39,Female,350,NA,603.23,NA,230,NA,396.41,NA
2001,NHS Grampian,40-64,Male,580,NA,679.01,NA,390,NA,456.58,NA
2001,NHS Grampian,40-64,Female,540,NA,641.62,NA,360,NA,427.75,NA
2001,NHS Grampian,65+,Male,430,NA,1307.31,NA,300,NA,912.08,NA
2001,NHS Grampian,65+,Female,580,NA,1253.43,NA,430,NA,929.27,NA
2001,NHS Highland,0-17,Male,40,NA,117.62,NA,40,NA,117.62,NA
2001,NHS Highland,0-17,Female,50,NA,157.82,NA,50,NA,157.82,NA
2001,NHS Highland,18-24,Male,120,NA,1128.46,NA,90,NA,846.34,NA
2001,NHS Highland,18-24,Female,70,NA,780.81,NA,50,NA,557.72,NA
2001,NHS Highland,25-39,Male,420,NA,1433.69,NA,270,NA,921.66,NA
2001,NHS Highland,25-39,Female,280,NA,934.95,NA,190,NA,634.43,NA
2001,NHS Highland,40-64,Male,590,NA,1144.21,NA,420,NA,814.52,NA
2001,NHS Highland,40-64,Female,480,NA,915.24,NA,300,NA,572.03,NA
2001,NHS Highland,65+,Male,390,NA,1800.8,NA,240,NA,1108.19,NA
2001,NHS Highland,65+,Female,410,NA,1365.71,NA,290,NA,965.99,NA
2001,NHS Lothian,0-17,Male,120,NA,145.77,NA,90,NA,109.32,NA
2001,NHS Lothian,0-17,Female,80,NA,101.08,NA,50,NA,63.18,NA
2001,NHS Lothian,18-24,Male,260,NA,676.59,NA,180,NA,468.41,NA
2001,NHS Lothian,18-24,Female,170,NA,423.86,NA,120,NA,299.19,NA
2001,NHS Lothian,25-39,Male,860,NA,950.22,NA,560,NA,618.75,NA
2001,NHS Lothian,25-39,Female,800,NA,834.14,NA,490,NA,510.91,NA
2001,NHS Lothian,40-64,Male,1050,NA,906.5,NA,670,NA,578.43,NA
2001,NHS Lothian,40-64,Female,920,NA,756.66,NA,570,NA,468.8,NA
2001,NHS Lothian,65+,Male,820,NA,1767.47,NA,500,NA,1077.73,NA
2001,NHS Lothian,65+,Female,1140,NA,1653.28,NA,760,NA,1102.18,NA
2001,NHS Orkney,0-17,Male,0,NA,0,NA,0,NA,0,NA
2001,NHS Orkney,0-17,Female,10,NA,473.48,NA,10,NA,473.48,NA
2001,NHS Orkney,18-24,Male,20,NA,3355.7,NA,10,NA,1677.85,NA
2001,NHS Orkney,18-24,Female,10,NA,1904.76,NA,0,NA,0,NA
2001,NHS Orkney,25-39,Male,20,NA,1034.66,NA,20,NA,1034.66,NA
2001,NHS Orkney,25-39,Female,10,NA,527.43,NA,10,NA,527.43,NA
2001,NHS Orkney,40-64,Male,30,NA,891.8,NA,20,NA,594.53,NA
2001,NHS Orkney,40-64,Female,10,NA,298.24,NA,10,NA,298.24,NA
2001,NHS Orkney,65+,Male,10,NA,726.74,NA,10,NA,726.74,NA
2001,NHS Orkney,65+,Female,10,NA,541.42,NA,10,NA,541.42,NA
2001,NHS Shetland,0-17,Male,0,NA,0,NA,0,NA,0,NA
2001,NHS Shetland,0-17,Female,10,NA,382.56,NA,10,NA,382.56,NA
2001,NHS Shetland,18-24,Male,10,NA,1156.07,NA,0,NA,0,NA
2001,NHS Shetland,18-24,Female,10,NA,1362.4,NA,0,NA,0,NA
2001,NHS Shetland,25-39,Male,10,NA,424.63,NA,0,NA,0,NA
2001,NHS Shetland,25-39,Female,20,NA,883,NA,10,NA,441.5,NA
2001,NHS Shetland,40-64,Male,30,NA,786.58,NA,20,NA,524.38,NA
2001,NHS Shetland,40-64,Female,20,NA,578.03,NA,10,NA,289.02,NA
2001,NHS Shetland,65+,Male,10,NA,797.45,NA,10,NA,797.45,NA
2001,NHS Shetland,65+,Female,20,NA,1091.7,NA,10,NA,545.85,NA
2001,NHS Western Isles,0-17,Male,10,NA,352.11,NA,10,NA,352.11,NA
2001,NHS Western Isles,0-17,Female,10,NA,357.53,NA,10,NA,357.53,NA
2001,NHS Western Isles,18-24,Male,20,NA,2322.88,NA,10,NA,1161.44,NA
2001,NHS Western Isles,18-24,Female,0,NA,0,NA,0,NA,0,NA
2001,NHS Western Isles,25-39,Male,20,NA,795.86,NA,20,NA,795.86,NA
2001,NHS Western Isles,25-39,Female,40,NA,1649.48,NA,20,NA,824.74,NA
2001,NHS Western Isles,40-64,Male,90,NA,1916.52,NA,60,NA,1277.68,NA
2001,NHS Western Isles,40-64,Female,30,NA,687.76,NA,20,NA,458.51,NA
2001,NHS Western Isles,65+,Male,60,NA,2795.9,NA,40,NA,1863.93,NA
2001,NHS Western Isles,65+,Female,60,NA,1929.26,NA,40,NA,1286.17,NA
2001,NHS Fife,0-17,Male,40,NA,101.2,NA,30,NA,75.9,NA
2001,NHS Fife,0-17,Female,50,NA,131.8,NA,40,NA,105.44,NA
2001,NHS Fife,18-24,Male,140,NA,958.58,NA,90,NA,616.23,NA
2001,NHS Fife,18-24,Female,80,NA,535.87,NA,60,NA,401.9,NA
2001,NHS Fife,25-39,Male,380,NA,1083.42,NA,220,NA,627.25,NA
2001,NHS Fife,25-39,Female,260,NA,695.3,NA,160,NA,427.88,NA
2001,NHS Fife,40-64,Male,350,NA,631.27,NA,220,NA,396.8,NA
2001,NHS Fife,40-64,Female,320,NA,552.61,NA,220,NA,379.92,NA
2001,NHS Fife,65+,Male,180,NA,778.68,NA,150,NA,648.9,NA
2001,NHS Fife,65+,Female,390,NA,1152.52,NA,300,NA,886.55,NA
2001,NHS Tayside,0-17,Male,60,NA,143.65,NA,50,NA,119.71,NA
2001,NHS Tayside,0-17,Female,40,NA,100.39,NA,40,NA,100.39,NA
2001,NHS Tayside,18-24,Male,150,NA,866.35,NA,120,NA,693.08,NA
2001,NHS Tayside,18-24,Female,80,NA,490.95,NA,60,NA,368.21,NA
2001,NHS Tayside,25-39,Male,490,NA,1318.91,NA,310,NA,834.41,NA
2001,NHS Tayside,25-39,Female,360,NA,905.46,NA,220,NA,553.33,NA
2001,NHS Tayside,40-64,Male,540,NA,877.12,NA,380,NA,617.23,NA
2001,NHS Tayside,40-64,Female,460,NA,712.14,NA,300,NA,464.44,NA
2001,NHS Tayside,65+,Male,320,NA,1110.03,NA,250,NA,867.21,NA
2001,NHS Tayside,65+,Female,560,NA,1344.25,NA,410,NA,984.18,NA
2001,NHS Greater Glasgow and Clyde,0-17,Male,140,NA,111.41,NA,110,NA,87.54,NA
2001,NHS Greater Glasgow and Clyde,0-17,Female,100,NA,84.15,NA,90,NA,75.73,NA
2001,NHS Greater Glasgow and Clyde,18-24,Male,460,NA,872.98,NA,300,NA,569.34,NA
2001,NHS Greater Glasgow and Clyde,18-24,Female,260,NA,468.18,NA,160,NA,288.11,NA
2001,NHS Greater Glasgow and Clyde,25-39,Male,1680,NA,1399.58,NA,1060,NA,883.07,NA
2001,NHS Greater Glasgow and Clyde,25-39,Female,1150,NA,866.68,NA,740,NA,557.69,NA
2001,NHS Greater Glasgow and Clyde,40-64,Male,2030,NA,1214.2,NA,1430,NA,855.32,NA
2001,NHS Greater Glasgow and Clyde,40-64,Female,1500,NA,846.99,NA,1000,NA,564.66,NA
2001,NHS Greater Glasgow and Clyde,65+,Male,1070,NA,1555.03,NA,770,NA,1119.04,NA
2001,NHS Greater Glasgow and Clyde,65+,Female,1650,NA,1525.81,NA,1160,NA,1072.69,NA
2001,NHS Lanarkshire,0-17,Male,60,NA,82.52,NA,60,NA,82.52,NA
2001,NHS Lanarkshire,0-17,Female,50,NA,72.03,NA,40,NA,57.62,NA
2001,NHS Lanarkshire,18-24,Male,160,NA,602.5,NA,120,NA,451.88,NA
2001,NHS Lanarkshire,18-24,Female,100,NA,387.78,NA,80,NA,310.22,NA
2001,NHS Lanarkshire,25-39,Male,770,NA,1167.8,NA,480,NA,727.98,NA
2001,NHS Lanarkshire,25-39,Female,430,NA,597.89,NA,290,NA,403.23,NA
2001,NHS Lanarkshire,40-64,Male,730,NA,756.23,NA,510,NA,528.32,NA
2001,NHS Lanarkshire,40-64,Female,640,NA,615.22,NA,440,NA,422.97,NA
2001,NHS Lanarkshire,65+,Male,490,NA,1341.84,NA,320,NA,876.3,NA
2001,NHS Lanarkshire,65+,Female,700,NA,1293.47,NA,490,NA,905.43,NA
2002,NHS Ayrshire and Arran,0-17,Male,70,NA,172.61,NA,60,NA,147.95,NA
2002,NHS Ayrshire and Arran,0-17,Female,80,NA,204.17,NA,70,NA,178.65,NA
2002,NHS Ayrshire and Arran,18-24,Male,130,NA,943.33,NA,90,NA,653.07,NA
2002,NHS Ayrshire and Arran,18-24,Female,110,NA,799.36,NA,80,NA,581.35,NA
2002,NHS Ayrshire and Arran,25-39,Male,440,NA,1271.2,NA,310,NA,895.62,NA
2002,NHS Ayrshire and Arran,25-39,Female,360,NA,947.74,NA,230,NA,605.5,NA
2002,NHS Ayrshire and Arran,40-64,Male,520,NA,865.17,NA,360,NA,598.96,NA
2002,NHS Ayrshire and Arran,40-64,Female,430,NA,672.03,NA,300,NA,468.86,NA
2002,NHS Ayrshire and Arran,65+,Male,320,NA,1233.19,NA,220,NA,847.82,NA
2002,NHS Ayrshire and Arran,65+,Female,420,NA,1117.44,NA,310,NA,824.78,NA
2002,NHS Borders,0-17,Male,40,NA,348.01,NA,30,NA,261.01,NA
2002,NHS Borders,0-17,Female,30,NA,269.83,NA,30,NA,269.83,NA
2002,NHS Borders,18-24,Male,50,NA,1536.1,NA,30,NA,921.66,NA
2002,NHS Borders,18-24,Female,40,NA,1230.77,NA,30,NA,923.08,NA
2002,NHS Borders,25-39,Male,120,NA,1193.32,NA,70,NA,696.1,NA
2002,NHS Borders,25-39,Female,100,NA,960.15,NA,60,NA,576.09,NA
2002,NHS Borders,40-64,Male,130,NA,705.37,NA,90,NA,488.33,NA
2002,NHS Borders,40-64,Female,130,NA,680.63,NA,80,NA,418.85,NA
2002,NHS Borders,65+,Male,160,NA,1852.28,NA,100,NA,1157.68,NA
2002,NHS Borders,65+,Female,200,NA,1698.66,NA,150,NA,1273.99,NA
2002,NHS Dumfries and Galloway,0-17,Male,20,NA,125.7,NA,20,NA,125.7,NA
2002,NHS Dumfries and Galloway,0-17,Female,20,NA,132.22,NA,20,NA,132.22,NA
2002,NHS Dumfries and Galloway,18-24,Male,50,NA,1084.36,NA,40,NA,867.49,NA
2002,NHS Dumfries and Galloway,18-24,Female,30,NA,674.01,NA,30,NA,674.01,NA
2002,NHS Dumfries and Galloway,25-39,Male,110,NA,841.49,NA,80,NA,612,NA
2002,NHS Dumfries and Galloway,25-39,Female,100,NA,720.25,NA,70,NA,504.18,NA
2002,NHS Dumfries and Galloway,40-64,Male,180,NA,712.45,NA,130,NA,514.55,NA
2002,NHS Dumfries and Galloway,40-64,Female,180,NA,682.21,NA,130,NA,492.7,NA
2002,NHS Dumfries and Galloway,65+,Male,140,NA,1123.14,NA,90,NA,722.02,NA
2002,NHS Dumfries and Galloway,65+,Female,160,NA,969.7,NA,130,NA,787.88,NA
2002,NHS Forth Valley,0-17,Male,30,NA,95.54,NA,30,NA,95.54,NA
2002,NHS Forth Valley,0-17,Female,20,NA,66.28,NA,20,NA,66.28,NA
2002,NHS Forth Valley,18-24,Male,90,NA,746.08,NA,60,NA,497.39,NA
2002,NHS Forth Valley,18-24,Female,40,NA,325.12,NA,30,NA,243.84,NA
2002,NHS Forth Valley,25-39,Male,240,NA,846.05,NA,160,NA,564.04,NA
2002,NHS Forth Valley,25-39,Female,190,NA,620.1,NA,130,NA,424.28,NA
2002,NHS Forth Valley,40-64,Male,300,NA,662.98,NA,210,NA,464.09,NA
2002,NHS Forth Valley,40-64,Female,280,NA,595.25,NA,190,NA,403.92,NA
2002,NHS Forth Valley,65+,Male,150,NA,838.36,NA,120,NA,670.69,NA
2002,NHS Forth Valley,65+,Female,240,NA,938.97,NA,190,NA,743.35,NA
2002,NHS Grampian,0-17,Male,50,NA,86.86,NA,40,NA,69.48,NA
2002,NHS Grampian,0-17,Female,40,NA,73.61,NA,40,NA,73.61,NA
2002,NHS Grampian,18-24,Male,140,NA,560.27,NA,100,NA,400.19,NA
2002,NHS Grampian,18-24,Female,100,NA,429.9,NA,60,NA,257.94,NA
2002,NHS Grampian,25-39,Male,440,NA,766.22,NA,300,NA,522.42,NA
2002,NHS Grampian,25-39,Female,290,NA,508.78,NA,190,NA,333.34,NA
2002,NHS Grampian,40-64,Male,580,NA,665.32,NA,410,NA,470.31,NA
2002,NHS Grampian,40-64,Female,520,NA,607.44,NA,360,NA,420.54,NA
2002,NHS Grampian,65+,Male,400,NA,1200.98,NA,310,NA,930.76,NA
2002,NHS Grampian,65+,Female,550,NA,1182.03,NA,430,NA,924.13,NA
2002,NHS Highland,0-17,Male,60,NA,179.53,NA,40,NA,119.69,NA
2002,NHS Highland,0-17,Female,50,NA,159.5,NA,40,NA,127.6,NA
2002,NHS Highland,18-24,Male,110,NA,977.26,NA,90,NA,799.57,NA
2002,NHS Highland,18-24,Female,80,NA,893.95,NA,60,NA,670.47,NA
2002,NHS Highland,25-39,Male,390,NA,1383.13,NA,260,NA,922.08,NA
2002,NHS Highland,25-39,Female,260,NA,890.65,NA,170,NA,582.35,NA
2002,NHS Highland,40-64,Male,620,NA,1174.53,NA,430,NA,814.59,NA
2002,NHS Highland,40-64,Female,470,NA,882.55,NA,300,NA,563.33,NA
2002,NHS Highland,65+,Male,360,NA,1631.17,NA,220,NA,996.83,NA
2002,NHS Highland,65+,Female,490,NA,1616.79,NA,320,NA,1055.86,NA
2002,NHS Lothian,0-17,Male,110,NA,134.22,NA,80,NA,97.61,NA
2002,NHS Lothian,0-17,Female,70,NA,89.1,NA,60,NA,76.37,NA
2002,NHS Lothian,18-24,Male,240,NA,625.7,NA,160,NA,417.13,NA
2002,NHS Lothian,18-24,Female,170,NA,421.49,NA,100,NA,247.94,NA
2002,NHS Lothian,25-39,Male,800,NA,895.04,NA,550,NA,615.34,NA
2002,NHS Lothian,25-39,Female,800,NA,845.42,NA,470,NA,496.69,NA
2002,NHS Lothian,40-64,Male,1080,NA,919.2,NA,710,NA,604.29,NA
2002,NHS Lothian,40-64,Female,860,NA,696.85,NA,560,NA,453.76,NA
2002,NHS Lothian,65+,Male,940,NA,2001.7,NA,540,NA,1149.91,NA
2002,NHS Lothian,65+,Female,1270,NA,1848,NA,840,NA,1222.3,NA
2002,NHS Orkney,0-17,Male,0,NA,0,NA,0,NA,0,NA
2002,NHS Orkney,0-17,Female,0,NA,0,NA,0,NA,0,NA
2002,NHS Orkney,18-24,Male,0,NA,0,NA,0,NA,0,NA
2002,NHS Orkney,18-24,Female,0,NA,0,NA,0,NA,0,NA
2002,NHS Orkney,25-39,Male,10,NA,537.92,NA,10,NA,537.92,NA
2002,NHS Orkney,25-39,Female,10,NA,536.48,NA,10,NA,536.48,NA
2002,NHS Orkney,40-64,Male,40,NA,1160.43,NA,30,NA,870.32,NA
2002,NHS Orkney,40-64,Female,10,NA,292.91,NA,10,NA,292.91,NA
2002,NHS Orkney,65+,Male,10,NA,713.78,NA,10,NA,713.78,NA
2002,NHS Orkney,65+,Female,10,NA,535.05,NA,10,NA,535.05,NA
2002,NHS Shetland,0-17,Male,0,NA,0,NA,0,NA,0,NA
2002,NHS Shetland,0-17,Female,10,NA,384.02,NA,10,NA,384.02,NA
2002,NHS Shetland,18-24,Male,10,NA,1186.24,NA,0,NA,0,NA
2002,NHS Shetland,18-24,Female,0,NA,0,NA,0,NA,0,NA
2002,NHS Shetland,25-39,Male,20,NA,858.74,NA,10,NA,429.37,NA
2002,NHS Shetland,25-39,Female,20,NA,883,NA,10,NA,441.5,NA
2002,NHS Shetland,40-64,Male,40,NA,1037.88,NA,20,NA,518.94,NA
2002,NHS Shetland,40-64,Female,30,NA,850.1,NA,10,NA,283.37,NA
2002,NHS Shetland,65+,Male,10,NA,773.99,NA,0,NA,0,NA
2002,NHS Shetland,65+,Female,10,NA,543.48,NA,10,NA,543.48,NA
2002,NHS Western Isles,0-17,Male,10,NA,354.36,NA,10,NA,354.36,NA
2002,NHS Western Isles,0-17,Female,10,NA,359.84,NA,10,NA,359.84,NA
2002,NHS Western Isles,18-24,Male,20,NA,2409.64,NA,10,NA,1204.82,NA
2002,NHS Western Isles,18-24,Female,10,NA,1477.1,NA,10,NA,1477.1,NA
2002,NHS Western Isles,25-39,Male,40,NA,1646.77,NA,20,NA,823.38,NA
2002,NHS Western Isles,25-39,Female,30,NA,1255.23,NA,20,NA,836.82,NA
2002,NHS Western Isles,40-64,Male,80,NA,1688.83,NA,60,NA,1266.62,NA
2002,NHS Western Isles,40-64,Female,40,NA,902.93,NA,30,NA,677.2,NA
2002,NHS Western Isles,65+,Male,70,NA,3266.45,NA,40,NA,1866.54,NA
2002,NHS Western Isles,65+,Female,80,NA,2569.87,NA,30,NA,963.7,NA
2002,NHS Fife,0-17,Male,30,NA,77.12,NA,30,NA,77.12,NA
2002,NHS Fife,0-17,Female,40,NA,106.57,NA,30,NA,79.93,NA
2002,NHS Fife,18-24,Male,150,NA,985.09,NA,90,NA,591.06,NA
2002,NHS Fife,18-24,Female,90,NA,576.89,NA,60,NA,384.59,NA
2002,NHS Fife,25-39,Male,380,NA,1112.54,NA,220,NA,644.1,NA
2002,NHS Fife,25-39,Female,320,NA,873.53,NA,180,NA,491.36,NA
2002,NHS Fife,40-64,Male,320,NA,568.82,NA,200,NA,355.51,NA
2002,NHS Fife,40-64,Female,330,NA,560.77,NA,220,NA,373.84,NA
2002,NHS Fife,65+,Male,220,NA,934.14,NA,160,NA,679.38,NA
2002,NHS Fife,65+,Female,340,NA,999.03,NA,260,NA,763.96,NA
2002,NHS Tayside,0-17,Male,30,NA,72.91,NA,30,NA,72.91,NA
2002,NHS Tayside,0-17,Female,40,NA,101.31,NA,40,NA,101.31,NA
2002,NHS Tayside,18-24,Male,120,NA,693.04,NA,80,NA,462.03,NA
2002,NHS Tayside,18-24,Female,80,NA,485.47,NA,60,NA,364.1,NA
2002,NHS Tayside,25-39,Male,440,NA,1215.97,NA,300,NA,829.07,NA
2002,NHS Tayside,25-39,Female,300,NA,774.67,NA,200,NA,516.45,NA
2002,NHS Tayside,40-64,Male,490,NA,784,NA,340,NA,544,NA
2002,NHS Tayside,40-64,Female,400,NA,610.34,NA,270,NA,411.98,NA
2002,NHS Tayside,65+,Male,300,NA,1026.83,NA,250,NA,855.7,NA
2002,NHS Tayside,65+,Female,500,NA,1198.38,NA,390,NA,934.74,NA
2002,NHS Greater Glasgow and Clyde,0-17,Male,120,NA,96.61,NA,100,NA,80.5,NA
2002,NHS Greater Glasgow and Clyde,0-17,Female,110,NA,93.27,NA,90,NA,76.31,NA
2002,NHS Greater Glasgow and Clyde,18-24,Male,400,NA,744.06,NA,270,NA,502.24,NA
2002,NHS Greater Glasgow and Clyde,18-24,Female,260,NA,462.43,NA,190,NA,337.93,NA
2002,NHS Greater Glasgow and Clyde,25-39,Male,1660,NA,1420.1,NA,1050,NA,898.26,NA
2002,NHS Greater Glasgow and Clyde,25-39,Female,1020,NA,790.34,NA,710,NA,550.14,NA
2002,NHS Greater Glasgow and Clyde,40-64,Male,2020,NA,1195.9,NA,1430,NA,846.6,NA
2002,NHS Greater Glasgow and Clyde,40-64,Female,1440,NA,804.65,NA,970,NA,542.02,NA
2002,NHS Greater Glasgow and Clyde,65+,Male,1090,NA,1577.17,NA,790,NA,1143.09,NA
2002,NHS Greater Glasgow and Clyde,65+,Female,1530,NA,1420.3,NA,1120,NA,1039.69,NA
2002,NHS Lanarkshire,0-17,Male,50,NA,69.43,NA,50,NA,69.43,NA
2002,NHS Lanarkshire,0-17,Female,50,NA,72.55,NA,40,NA,58.04,NA
2002,NHS Lanarkshire,18-24,Male,180,NA,659.51,NA,140,NA,512.95,NA
2002,NHS Lanarkshire,18-24,Female,170,NA,639.46,NA,120,NA,451.38,NA
2002,NHS Lanarkshire,25-39,Male,750,NA,1159.27,NA,480,NA,741.93,NA
2002,NHS Lanarkshire,25-39,Female,490,NA,696.14,NA,330,NA,468.83,NA
2002,NHS Lanarkshire,40-64,Male,810,NA,824.77,NA,580,NA,590.58,NA
2002,NHS Lanarkshire,40-64,Female,690,NA,653.4,NA,480,NA,454.54,NA
2002,NHS Lanarkshire,65+,Male,450,NA,1216.25,NA,320,NA,864.89,NA
2002,NHS Lanarkshire,65+,Female,720,NA,1318.95,NA,510,NA,934.25,NA
2003,NHS Ayrshire and Arran,0-17,Male,70,NA,174.54,NA,60,NA,149.61,NA
2003,NHS Ayrshire and Arran,0-17,Female,70,NA,180.75,NA,60,NA,154.93,NA
2003,NHS Ayrshire and Arran,18-24,Male,160,NA,1128.83,NA,110,NA,776.07,NA
2003,NHS Ayrshire and Arran,18-24,Female,110,NA,784.31,NA,80,NA,570.41,NA
2003,NHS Ayrshire and Arran,25-39,Male,450,NA,1331.4,NA,320,NA,946.77,NA
2003,NHS Ayrshire and Arran,25-39,Female,300,NA,810.57,NA,190,NA,513.36,NA
2003,NHS Ayrshire and Arran,40-64,Male,560,NA,922.97,NA,370,NA,609.82,NA
2003,NHS Ayrshire and Arran,40-64,Female,460,NA,707.84,NA,310,NA,477.03,NA
2003,NHS Ayrshire and Arran,65+,Male,270,NA,1021.49,NA,200,NA,756.66,NA
2003,NHS Ayrshire and Arran,65+,Female,370,NA,979.43,NA,290,NA,767.66,NA
2003,NHS Borders,0-17,Male,30,NA,260.94,NA,30,NA,260.94,NA
2003,NHS Borders,0-17,Female,20,NA,179.45,NA,20,NA,179.45,NA
