financial_year,health_board,age_group,sex,discharge_count,discharge_count_qf,discharge_rates,discharge_rates_qf,patients_count,patient_count_qf,patients_rates,patient_rates_qf
2015,NHS Lanarkshire,65+,Male,940,NA,1886.11,NA,410,NA,822.67,NA
2015,NHS Lanarkshire,65+,Female,1460,NA,2269.34,NA,580,NA,901.52,NA
2016,NHS Ayrshire and Arran,0-17,Male,50,NA,139.4,NA,40,NA,111.52,NA
2016,NHS Ayrshire and Arran,0-17,Female,40,NA,116.23,NA,30,NA,87.17,NA
2016,NHS Ayrshire and Arran,18-24,Male,60,NA,392.03,NA,50,NA,326.69,NA
2016,NHS Ayrshire and Arran,18-24,Female,60,NA,413.62,NA,40,NA,275.75,NA
2016,NHS Ayrshire and Arran,25-39,Male,400,NA,1424.91,NA,220,NA,783.7,NA
2016,NHS Ayrshire and Arran,25-39,Female,230,NA,747.72,NA,150,NA,487.65,NA
2016,NHS Ayrshire and Arran,40-64,Male,760,NA,1220.63,NA,400,NA,642.44,NA
2016,NHS Ayrshire and Arran,40-64,Female,470,NA,681.46,NA,270,NA,391.47,NA
2016,NHS Ayrshire and Arran,65+,Male,340,NA,941.98,NA,210,NA,581.81,NA
2016,NHS Ayrshire and Arran,65+,Female,360,NA,812.51,NA,220,NA,496.54,NA
2016,NHS Borders,0-17,Male,20,NA,183.49,NA,20,NA,183.49,NA
2016,NHS Borders,0-17,Female,20,NA,188.55,NA,10,NA,94.28,NA
2016,NHS Borders,18-24,Male,20,NA,498.5,NA,20,NA,498.5,NA
2016,NHS Borders,18-24,Female,20,NA,510.07,NA,20,NA,510.07,NA
2016,NHS Borders,25-39,Male,100,NA,1331.56,NA,60,NA,798.93,NA
2016,NHS Borders,25-39,Female,60,NA,739.28,NA,40,NA,492.85,NA
2016,NHS Borders,40-64,Male,140,NA,681.53,NA,80,NA,389.45,NA
2016,NHS Borders,40-64,Female,90,NA,415.15,NA,60,NA,276.77,NA
2016,NHS Borders,65+,Male,100,NA,796.69,NA,60,NA,478.01,NA
2016,NHS Borders,65+,Female,180,NA,1225.24,NA,100,NA,680.69,NA
2016,NHS Dumfries and Galloway,0-17,Male,10,NA,73.12,NA,10,NA,73.12,NA
2016,NHS Dumfries and Galloway,0-17,Female,20,NA,153.49,NA,20,NA,153.49,NA
2016,NHS Dumfries and Galloway,18-24,Male,40,NA,714.54,NA,20,NA,357.27,NA
2016,NHS Dumfries and Galloway,18-24,Female,30,NA,562.85,NA,20,NA,375.23,NA
2016,NHS Dumfries and Galloway,25-39,Male,80,NA,766.06,NA,50,NA,478.79,NA
2016,NHS Dumfries and Galloway,25-39,Female,170,NA,1516.37,NA,40,NA,356.79,NA
2016,NHS Dumfries and Galloway,40-64,Male,270,NA,1052.55,NA,120,NA,467.8,NA
2016,NHS Dumfries and Galloway,40-64,Female,260,NA,939.58,NA,80,NA,289.1,NA
2016,NHS Dumfries and Galloway,65+,Male,230,NA,1340.09,NA,110,NA,640.91,NA
2016,NHS Dumfries and Galloway,65+,Female,390,NA,1975.28,NA,130,NA,658.43,NA
2016,NHS Forth Valley,0-17,Male,20,NA,65.15,NA,20,NA,65.15,NA
2016,NHS Forth Valley,0-17,Female,30,NA,102.78,NA,30,NA,102.78,NA
2016,NHS Forth Valley,18-24,Male,80,NA,562.63,NA,50,NA,351.64,NA
2016,NHS Forth Valley,18-24,Female,90,NA,659.05,NA,40,NA,292.91,NA
2016,NHS Forth Valley,25-39,Male,300,NA,1155.54,NA,170,NA,654.8,NA
2016,NHS Forth Valley,25-39,Female,200,NA,720.67,NA,100,NA,360.33,NA
2016,NHS Forth Valley,40-64,Male,440,NA,846.28,NA,280,NA,538.54,NA
2016,NHS Forth Valley,40-64,Female,300,NA,549.99,NA,170,NA,311.66,NA
2016,NHS Forth Valley,65+,Male,310,NA,1220.38,NA,190,NA,747.97,NA
2016,NHS Forth Valley,65+,Female,350,NA,1126.74,NA,220,NA,708.24,NA
2016,NHS Grampian,0-17,Male,20,NA,34.91,NA,20,NA,34.91,NA
2016,NHS Grampian,0-17,Female,40,NA,73.46,NA,30,NA,55.1,NA
2016,NHS Grampian,18-24,Male,120,NA,443.44,NA,80,NA,295.63,NA
2016,NHS Grampian,18-24,Female,90,NA,337.12,NA,70,NA,262.2,NA
2016,NHS Grampian,25-39,Male,330,NA,519.14,NA,220,NA,346.09,NA
2016,NHS Grampian,25-39,Female,230,NA,379.86,NA,160,NA,264.25,NA
2016,NHS Grampian,40-64,Male,650,NA,665.15,NA,420,NA,429.79,NA
2016,NHS Grampian,40-64,Female,420,NA,426.83,NA,280,NA,284.56,NA
2016,NHS Grampian,65+,Male,490,NA,1053.83,NA,320,NA,688.22,NA
2016,NHS Grampian,65+,Female,530,NA,948.8,NA,360,NA,644.47,NA
2016,NHS Highland,0-17,Male,20,NA,64.57,NA,20,NA,64.57,NA
2016,NHS Highland,0-17,Female,30,NA,101.86,NA,20,NA,67.91,NA
2016,NHS Highland,18-24,Male,80,NA,617.09,NA,60,NA,462.82,NA
2016,NHS Highland,18-24,Female,50,NA,471.7,NA,40,NA,377.36,NA
2016,NHS Highland,25-39,Male,300,NA,1166.82,NA,180,NA,700.09,NA
2016,NHS Highland,25-39,Female,190,NA,743.81,NA,120,NA,469.78,NA
2016,NHS Highland,40-64,Male,540,NA,967.79,NA,320,NA,573.51,NA
2016,NHS Highland,40-64,Female,370,NA,624.72,NA,250,NA,422.1,NA
2016,NHS Highland,65+,Male,360,NA,1100.28,NA,220,NA,672.39,NA
2016,NHS Highland,65+,Female,370,NA,950.84,NA,260,NA,668.16,NA
2016,NHS Lothian,0-17,Male,80,NA,94.19,NA,50,NA,58.87,NA
2016,NHS Lothian,0-17,Female,100,NA,123.4,NA,70,NA,86.38,NA
2016,NHS Lothian,18-24,Male,170,NA,405.05,NA,120,NA,285.92,NA
2016,NHS Lothian,18-24,Female,150,NA,327.15,NA,100,NA,218.1,NA
2016,NHS Lothian,25-39,Male,610,NA,614.04,NA,390,NA,392.58,NA
2016,NHS Lothian,25-39,Female,510,NA,491.74,NA,280,NA,269.97,NA
2016,NHS Lothian,40-64,Male,1010,NA,726.9,NA,630,NA,453.41,NA
2016,NHS Lothian,40-64,Female,990,NA,693.06,NA,520,NA,364.03,NA
2016,NHS Lothian,65+,Male,1050,NA,1686.72,NA,550,NA,883.52,NA
2016,NHS Lothian,65+,Female,1540,NA,1946.56,NA,790,NA,998.56,NA
2016,NHS Orkney,0-17,Male,0,NA,0,NA,0,NA,0,NA
2016,NHS Orkney,0-17,Female,0,NA,0,NA,0,NA,0,NA
2016,NHS Orkney,18-24,Male,0,NA,0,NA,0,NA,0,NA
2016,NHS Orkney,18-24,Female,0,NA,0,NA,0,NA,0,NA
2016,NHS Orkney,25-39,Male,10,NA,594.88,NA,0,NA,0,NA
2016,NHS Orkney,25-39,Female,10,NA,563.06,NA,0,NA,0,NA
2016,NHS Orkney,40-64,Male,10,NA,252.08,NA,10,NA,252.08,NA
2016,NHS Orkney,40-64,Female,10,NA,253.61,NA,10,NA,253.61,NA
2016,NHS Orkney,65+,Male,10,NA,426.62,NA,10,NA,426.62,NA
2016,NHS Orkney,65+,Female,10,NA,381.24,NA,10,NA,381.24,NA
2016,NHS Shetland,0-17,Male,0,NA,0,NA,0,NA,0,NA
2016,NHS Shetland,0-17,Female,0,NA,0,NA,0,NA,0,NA
2016,NHS Shetland,18-24,Male,10,NA,1017.29,NA,0,NA,0,NA
2016,NHS Shetland,18-24,Female,10,NA,1240.69,NA,0,NA,0,NA
2016,NHS Shetland,25-39,Male,10,NA,482.16,NA,10,NA,482.16,NA
2016,NHS Shetland,25-39,Female,10,NA,491.4,NA,0,NA,0,NA
2016,NHS Shetland,40-64,Male,30,NA,724.64,NA,20,NA,483.09,NA
2016,NHS Shetland,40-64,Female,10,NA,252.65,NA,10,NA,252.65,NA
2016,NHS Shetland,65+,Male,10,NA,476.42,NA,10,NA,476.42,NA
2016,NHS Shetland,65+,Female,10,NA,434.03,NA,10,NA,434.03,NA
2016,NHS Western Isles,0-17,Male,0,NA,0,NA,0,NA,0,NA
2016,NHS Western Isles,0-17,Female,0,NA,0,NA,0,NA,0,NA
2016,NHS Western Isles,18-24,Male,0,NA,0,NA,0,NA,0,NA
2016,NHS Western Isles,18-24,Female,0,NA,0,NA,0,NA,0,NA
2016,NHS Western Isles,25-39,Male,20,NA,1042.75,NA,10,NA,521.38,NA
2016,NHS Western Isles,25-39,Female,20,NA,989.61,NA,10,NA,494.8,NA
2016,NHS Western Isles,40-64,Male,40,NA,813.34,NA,20,NA,406.67,NA
2016,NHS Western Isles,40-64,Female,40,NA,828.84,NA,20,NA,414.42,NA
2016,NHS Western Isles,65+,Male,40,NA,1330.23,NA,20,NA,665.11,NA
2016,NHS Western Isles,65+,Female,10,NA,275.33,NA,10,NA,275.33,NA
2016,NHS Fife,0-17,Male,30,NA,80.66,NA,30,NA,80.66,NA
2016,NHS Fife,0-17,Female,30,NA,85.39,NA,20,NA,56.93,NA
2016,NHS Fife,18-24,Male,90,NA,544.63,NA,60,NA,363.09,NA
2016,NHS Fife,18-24,Female,100,NA,585.14,NA,60,NA,351.08,NA
2016,NHS Fife,25-39,Male,310,NA,1001.84,NA,190,NA,614.03,NA
2016,NHS Fife,25-39,Female,220,NA,666.69,NA,130,NA,393.95,NA
2016,NHS Fife,40-64,Male,480,NA,778.46,NA,270,NA,437.89,NA
2016,NHS Fife,40-64,Female,450,NA,690.94,NA,260,NA,399.21,NA
2016,NHS Fife,65+,Male,510,NA,1534.71,NA,290,NA,872.68,NA
2016,NHS Fife,65+,Female,690,NA,1706.78,NA,380,NA,939.97,NA
2016,NHS Tayside,0-17,Male,30,NA,76.05,NA,20,NA,50.7,NA
2016,NHS Tayside,0-17,Female,40,NA,106.97,NA,20,NA,53.48,NA
2016,NHS Tayside,18-24,Male,130,NA,658.09,NA,80,NA,404.98,NA
2016,NHS Tayside,18-24,Female,120,NA,617.73,NA,70,NA,360.34,NA
2016,NHS Tayside,25-39,Male,400,NA,1058.03,NA,250,NA,661.27,NA
2016,NHS Tayside,25-39,Female,290,NA,757.44,NA,170,NA,444.01,NA
2016,NHS Tayside,40-64,Male,640,NA,961.77,NA,390,NA,586.08,NA
2016,NHS Tayside,40-64,Female,480,NA,681.45,NA,280,NA,397.51,NA
2016,NHS Tayside,65+,Male,690,NA,1787.15,NA,360,NA,932.43,NA
2016,NHS Tayside,65+,Female,820,NA,1716.88,NA,450,NA,942.19,NA
2016,NHS Greater Glasgow and Clyde,0-17,Male,80,NA,71.58,NA,70,NA,62.63,NA
2016,NHS Greater Glasgow and Clyde,0-17,Female,120,NA,112,NA,80,NA,74.66,NA
2016,NHS Greater Glasgow and Clyde,18-24,Male,350,NA,600.11,NA,240,NA,411.5,NA
2016,NHS Greater Glasgow and Clyde,18-24,Female,220,NA,373.9,NA,160,NA,271.92,NA
2016,NHS Greater Glasgow and Clyde,25-39,Male,1660,NA,1308.68,NA,830,NA,654.34,NA
2016,NHS Greater Glasgow and Clyde,25-39,Female,870,NA,682.93,NA,490,NA,384.64,NA
2016,NHS Greater Glasgow and Clyde,40-64,Male,3500,NA,1918.72,NA,1600,NA,877.13,NA
2016,NHS Greater Glasgow and Clyde,40-64,Female,1890,NA,954.19,NA,1020,NA,514.96,NA
2016,NHS Greater Glasgow and Clyde,65+,Male,1730,NA,2120.1,NA,830,NA,1017.16,NA
2016,NHS Greater Glasgow and Clyde,65+,Female,1850,NA,1697.67,NA,920,NA,844.25,NA
2016,NHS Lanarkshire,0-17,Male,60,NA,88.03,NA,40,NA,58.68,NA
2016,NHS Lanarkshire,0-17,Female,60,NA,91.84,NA,50,NA,76.54,NA
2016,NHS Lanarkshire,18-24,Male,140,NA,498.72,NA,90,NA,320.6,NA
2016,NHS Lanarkshire,18-24,Female,90,NA,338.31,NA,50,NA,187.95,NA
2016,NHS Lanarkshire,25-39,Male,620,NA,1071.77,NA,350,NA,605.03,NA
2016,NHS Lanarkshire,25-39,Female,360,NA,581.47,NA,230,NA,371.5,NA
2016,NHS Lanarkshire,40-64,Male,1200,NA,1067.93,NA,650,NA,578.46,NA
2016,NHS Lanarkshire,40-64,Female,660,NA,548.51,NA,410,NA,340.74,NA
2016,NHS Lanarkshire,65+,Male,1150,NA,2264.31,NA,480,NA,945.11,NA
2016,NHS Lanarkshire,65+,Female,1370,NA,2104.97,NA,560,NA,860.43,NA
2017,NHS Ayrshire and Arran,0-17,Male,40,NA,112.18,NA,30,NA,84.14,NA
2017,NHS Ayrshire and Arran,0-17,Female,40,NA,117.35,NA,40,NA,117.35,NA
2017,NHS Ayrshire and Arran,18-24,Male,60,NA,398.35,NA,50,NA,331.96,NA
2017,NHS Ayrshire and Arran,18-24,Female,40,NA,280.82,NA,30,NA,210.61,NA
2017,NHS Ayrshire and Arran,25-39,Male,340,NA,1196.09,NA,190,NA,668.4,NA
2017,NHS Ayrshire and Arran,25-39,Female,170,NA,547.15,NA,130,NA,418.41,NA
2017,NHS Ayrshire and Arran,40-64,Male,760,NA,1232.43,NA,400,NA,648.65,NA
2017,NHS Ayrshire and Arran,40-64,Female,430,NA,627.64,NA,250,NA,364.9,NA
2017,NHS Ayrshire and Arran,65+,Male,380,NA,1032.64,NA,220,NA,597.84,NA
2017,NHS Ayrshire and Arran,65+,Female,410,NA,913.38,NA,240,NA,534.66,NA
2017,NHS Borders,0-17,Male,30,NA,276.17,NA,20,NA,184.11,NA
2017,NHS Borders,0-17,Female,30,NA,282.59,NA,20,NA,188.39,NA
2017,NHS Borders,18-24,Male,40,NA,992.31,NA,20,NA,496.15,NA
2017,NHS Borders,18-24,Female,10,NA,257.8,NA,10,NA,257.8,NA
2017,NHS Borders,25-39,Male,90,NA,1174.47,NA,60,NA,782.98,NA
2017,NHS Borders,25-39,Female,70,NA,843.58,NA,40,NA,482.04,NA
2017,NHS Borders,40-64,Male,150,NA,734.68,NA,90,NA,440.81,NA
2017,NHS Borders,40-64,Female,90,NA,417.56,NA,60,NA,278.37,NA
2017,NHS Borders,65+,Male,170,NA,1326.57,NA,90,NA,702.3,NA
2017,NHS Borders,65+,Female,170,NA,1142.17,NA,90,NA,604.68,NA
2017,NHS Dumfries and Galloway,0-17,Male,10,NA,73.76,NA,10,NA,73.76,NA
2017,NHS Dumfries and Galloway,0-17,Female,20,NA,154.77,NA,10,NA,77.39,NA
2017,NHS Dumfries and Galloway,18-24,Male,50,NA,901.39,NA,30,NA,540.83,NA
2017,NHS Dumfries and Galloway,18-24,Female,40,NA,776.55,NA,20,NA,388.27,NA
2017,NHS Dumfries and Galloway,25-39,Male,160,NA,1504.75,NA,70,NA,658.33,NA
2017,NHS Dumfries and Galloway,25-39,Female,140,NA,1229.9,NA,50,NA,439.25,NA
2017,NHS Dumfries and Galloway,40-64,Male,240,NA,949.22,NA,110,NA,435.06,NA
2017,NHS Dumfries and Galloway,40-64,Female,260,NA,951.93,NA,90,NA,329.51,NA
2017,NHS Dumfries and Galloway,65+,Male,200,NA,1149.29,NA,100,NA,574.65,NA
2017,NHS Dumfries and Galloway,65+,Female,390,NA,1949.32,NA,130,NA,649.77,NA
2017,NHS Forth Valley,0-17,Male,20,NA,65.44,NA,20,NA,65.44,NA
2017,NHS Forth Valley,0-17,Female,30,NA,103.46,NA,30,NA,103.46,NA
2017,NHS Forth Valley,18-24,Male,100,NA,710.08,NA,60,NA,426.05,NA
2017,NHS Forth Valley,18-24,Female,80,NA,593.56,NA,50,NA,370.97,NA
2017,NHS Forth Valley,25-39,Male,280,NA,1063.91,NA,170,NA,645.95,NA
2017,NHS Forth Valley,25-39,Female,160,NA,566.69,NA,100,NA,354.18,NA
2017,NHS Forth Valley,40-64,Male,500,NA,962.2,NA,280,NA,538.83,NA
2017,NHS Forth Valley,40-64,Female,320,NA,585.8,NA,180,NA,329.51,NA
2017,NHS Forth Valley,65+,Male,320,NA,1235.14,NA,200,NA,771.96,NA
2017,NHS Forth Valley,65+,Female,320,NA,1018.82,NA,220,NA,700.44,NA
2017,NHS Grampian,0-17,Male,30,NA,52.39,NA,20,NA,34.93,NA
2017,NHS Grampian,0-17,Female,40,NA,73.8,NA,30,NA,55.35,NA
2017,NHS Grampian,18-24,Male,110,NA,425.91,NA,70,NA,271.03,NA
2017,NHS Grampian,18-24,Female,100,NA,396.51,NA,60,NA,237.91,NA
2017,NHS Grampian,25-39,Male,310,NA,487.64,NA,210,NA,330.34,NA
2017,NHS Grampian,25-39,Female,270,NA,446.06,NA,180,NA,297.37,NA
2017,NHS Grampian,40-64,Male,650,NA,667,NA,400,NA,410.46,NA
2017,NHS Grampian,40-64,Female,450,NA,458.42,NA,310,NA,315.8,NA
2017,NHS Grampian,65+,Male,480,NA,1009.59,NA,320,NA,673.06,NA
2017,NHS Grampian,65+,Female,510,NA,900.93,NA,330,NA,582.96,NA
2017,NHS Highland,0-17,Male,20,NA,65.51,NA,20,NA,65.51,NA
2017,NHS Highland,0-17,Female,30,NA,103.23,NA,30,NA,103.23,NA
2017,NHS Highland,18-24,Male,90,NA,690.55,NA,60,NA,460.37,NA
2017,NHS Highland,18-24,Female,80,NA,759.88,NA,60,NA,569.91,NA
2017,NHS Highland,25-39,Male,260,NA,1004.6,NA,160,NA,618.21,NA
2017,NHS Highland,25-39,Female,170,NA,661.97,NA,120,NA,467.27,NA
2017,NHS Highland,40-64,Male,560,NA,1009.45,NA,320,NA,576.83,NA
2017,NHS Highland,40-64,Female,340,NA,577,NA,220,NA,373.36,NA
2017,NHS Highland,65+,Male,390,NA,1168.08,NA,230,NA,688.87,NA
2017,NHS Highland,65+,Female,460,NA,1164.91,NA,270,NA,683.75,NA
2017,NHS Lothian,0-17,Male,70,NA,82.01,NA,50,NA,58.58,NA
2017,NHS Lothian,0-17,Female,60,NA,73.75,NA,50,NA,61.46,NA
2017,NHS Lothian,18-24,Male,180,NA,431.09,NA,110,NA,263.44,NA
2017,NHS Lothian,18-24,Female,170,NA,378.89,NA,90,NA,200.59,NA
2017,NHS Lothian,25-39,Male,600,NA,587.99,NA,390,NA,382.19,NA
2017,NHS Lothian,25-39,Female,510,NA,476.88,NA,260,NA,243.11,NA
2017,NHS Lothian,40-64,Male,1010,NA,722.63,NA,620,NA,443.59,NA
2017,NHS Lothian,40-64,Female,950,NA,661.88,NA,500,NA,348.36,NA
2017,NHS Lothian,65+,Male,1240,NA,1949.93,NA,630,NA,990.69,NA
2017,NHS Lothian,65+,Female,1830,NA,2280.77,NA,840,NA,1046.91,NA
2017,NHS Orkney,0-17,Male,0,NA,0,NA,0,NA,0,NA
2017,NHS Orkney,0-17,Female,0,NA,0,NA,0,NA,0,NA
2017,NHS Orkney,18-24,Male,0,NA,0,NA,0,NA,0,NA
2017,NHS Orkney,18-24,Female,0,NA,0,NA,0,NA,0,NA
2017,NHS Orkney,25-39,Male,20,NA,1156.74,NA,10,NA,578.37,NA
2017,NHS Orkney,25-39,Female,0,NA,0,NA,0,NA,0,NA
2017,NHS Orkney,40-64,Male,20,NA,508.52,NA,10,NA,254.26,NA
2017,NHS Orkney,40-64,Female,20,NA,509.04,NA,10,NA,254.52,NA
2017,NHS Orkney,65+,Male,20,NA,833.68,NA,10,NA,416.84,NA
2017,NHS Orkney,65+,Female,20,NA,747.94,NA,10,NA,373.97,NA
2017,NHS Shetland,0-17,Male,0,NA,0,NA,0,NA,0,NA
2017,NHS Shetland,0-17,Female,0,NA,0,NA,0,NA,0,NA
2017,NHS Shetland,18-24,Male,0,NA,0,NA,0,NA,0,NA
2017,NHS Shetland,18-24,Female,0,NA,0,NA,0,NA,0,NA
2017,NHS Shetland,25-39,Male,10,NA,482.63,NA,10,NA,482.63,NA
2017,NHS Shetland,25-39,Female,10,NA,505.56,NA,10,NA,505.56,NA
2017,NHS Shetland,40-64,Male,30,NA,730.46,NA,20,NA,486.97,NA
2017,NHS Shetland,40-64,Female,20,NA,503.91,NA,10,NA,251.95,NA
2017,NHS Shetland,65+,Male,20,NA,928.07,NA,10,NA,464.04,NA
2017,NHS Shetland,65+,Female,20,NA,859.48,NA,10,NA,429.74,NA
2017,NHS Western Isles,0-17,Male,10,NA,395.88,NA,0,NA,0,NA
2017,NHS Western Isles,0-17,Female,10,NA,422.65,NA,10,NA,422.65,NA
2017,NHS Western Isles,18-24,Male,0,NA,0,NA,0,NA,0,NA
2017,NHS Western Isles,18-24,Female,0,NA,0,NA,0,NA,0,NA
2017,NHS Western Isles,25-39,Male,10,NA,520.83,NA,10,NA,520.83,NA
2017,NHS Western Isles,25-39,Female,10,NA,505.31,NA,10,NA,505.31,NA
2017,NHS Western Isles,40-64,Male,60,NA,1219.51,NA,30,NA,609.76,NA
2017,NHS Western Isles,40-64,Female,20,NA,416.58,NA,10,NA,208.29,NA
2017,NHS Western Isles,65+,Male,50,NA,1629.73,NA,30,NA,977.84,NA
2017,NHS Western Isles,65+,Female,40,NA,1084.6,NA,30,NA,813.45,NA
2017,NHS Fife,0-17,Male,40,NA,107.9,NA,40,NA,107.9,NA
2017,NHS Fife,0-17,Female,40,NA,114.25,NA,30,NA,85.69,NA
2017,NHS Fife,18-24,Male,100,NA,602.05,NA,70,NA,421.43,NA
2017,NHS Fife,18-24,Female,120,NA,709.3,NA,60,NA,354.65,NA
2017,NHS Fife,25-39,Male,310,NA,988.71,NA,180,NA,574.09,NA
2017,NHS Fife,25-39,Female,300,NA,896.38,NA,150,NA,448.19,NA
2017,NHS Fife,40-64,Male,580,NA,942.45,NA,280,NA,454.97,NA
2017,NHS Fife,40-64,Female,400,NA,616.86,NA,230,NA,354.69,NA
2017,NHS Fife,65+,Male,760,NA,2252.85,NA,380,NA,1126.43,NA
2017,NHS Fife,65+,Female,990,NA,2423.09,NA,490,NA,1199.3,NA
2017,NHS Tayside,0-17,Male,50,NA,126.88,NA,30,NA,76.13,NA
2017,NHS Tayside,0-17,Female,60,NA,161.05,NA,40,NA,107.37,NA
2017,NHS Tayside,18-24,Male,100,NA,523.34,NA,70,NA,366.34,NA
2017,NHS Tayside,18-24,Female,100,NA,530.42,NA,70,NA,371.29,NA
2017,NHS Tayside,25-39,Male,400,NA,1031.17,NA,240,NA,618.7,NA
2017,NHS Tayside,25-39,Female,270,NA,690.17,NA,180,NA,460.11,NA
2017,NHS Tayside,40-64,Male,580,NA,876.9,NA,370,NA,559.4,NA
2017,NHS Tayside,40-64,Female,450,NA,641.49,NA,260,NA,370.64,NA
2017,NHS Tayside,65+,Male,660,NA,1687.2,NA,380,NA,971.42,NA
2017,NHS Tayside,65+,Female,740,NA,1537.06,NA,430,NA,893.15,NA
2017,NHS Greater Glasgow and Clyde,0-17,Male,70,NA,62.23,NA,60,NA,53.34,NA
2017,NHS Greater Glasgow and Clyde,0-17,Female,100,NA,93.21,NA,80,NA,74.57,NA
2017,NHS Greater Glasgow and Clyde,18-24,Male,310,NA,544.58,NA,210,NA,368.91,NA
2017,NHS Greater Glasgow and Clyde,18-24,Female,290,NA,511.59,NA,170,NA,299.9,NA
2017,NHS Greater Glasgow and Clyde,25-39,Male,1750,NA,1326,NA,880,NA,666.79,NA
2017,NHS Greater Glasgow and Clyde,25-39,Female,910,NA,689.79,NA,510,NA,386.59,NA
2017,NHS Greater Glasgow and Clyde,40-64,Male,3590,NA,1972.35,NA,1690,NA,928.49,NA
2017,NHS Greater Glasgow and Clyde,40-64,Female,1890,NA,955.06,NA,980,NA,495.21,NA
2017,NHS Greater Glasgow and Clyde,65+,Male,2030,NA,2456.68,NA,850,NA,1028.66,NA
2017,NHS Greater Glasgow and Clyde,65+,Female,2320,NA,2122.77,NA,1050,NA,960.74,NA
2017,NHS Lanarkshire,0-17,Male,60,NA,88.47,NA,50,NA,73.73,NA
2017,NHS Lanarkshire,0-17,Female,60,NA,92.22,NA,40,NA,61.48,NA
2017,NHS Lanarkshire,18-24,Male,140,NA,501.67,NA,90,NA,322.5,NA
2017,NHS Lanarkshire,18-24,Female,110,NA,421.17,NA,60,NA,229.73,NA
2017,NHS Lanarkshire,25-39,Male,620,NA,1055.95,NA,360,NA,613.13,NA
2017,NHS Lanarkshire,25-39,Female,300,NA,477.35,NA,190,NA,302.32,NA
2017,NHS Lanarkshire,40-64,Male,1200,NA,1069.81,NA,640,NA,570.57,NA
2017,NHS Lanarkshire,40-64,Female,700,NA,583.42,NA,400,NA,333.38,NA
2017,NHS Lanarkshire,65+,Male,1150,NA,2225.84,NA,470,NA,909.69,NA
2017,NHS Lanarkshire,65+,Female,1600,NA,2429.95,NA,600,NA,911.23,NA
2018,NHS Ayrshire and Arran,0-17,Male,40,NA,113.1,NA,30,NA,84.83,NA
2018,NHS Ayrshire and Arran,0-17,Female,60,NA,177.16,NA,40,NA,118.11,NA
2018,NHS Ayrshire and Arran,18-24,Male,80,NA,539.41,NA,60,NA,404.56,NA
2018,NHS Ayrshire and Arran,18-24,Female,60,NA,431.1,NA,40,NA,287.4,NA
2018,NHS Ayrshire and Arran,25-39,Male,390,NA,1361.35,NA,230,NA,802.85,NA
2018,NHS Ayrshire and Arran,25-39,Female,200,NA,640.1,NA,120,NA,384.06,NA
2018,NHS Ayrshire and Arran,40-64,Male,670,NA,1098.2,NA,370,NA,606.47,NA
2018,NHS Ayrshire and Arran,40-64,Female,470,NA,691.46,NA,300,NA,441.36,NA
2018,NHS Ayrshire and Arran,65+,Male,360,NA,963.55,NA,210,NA,562.07,NA
2018,NHS Ayrshire and Arran,65+,Female,450,NA,990.08,NA,270,NA,594.05,NA
2018,NHS Borders,0-17,Male,20,NA,183.59,NA,10,NA,91.79,NA
2018,NHS Borders,0-17,Female,40,NA,379.51,NA,20,NA,189.75,NA
2018,NHS Borders,18-24,Male,10,NA,247.22,NA,10,NA,247.22,NA
2018,NHS Borders,18-24,Female,20,NA,525.62,NA,20,NA,525.62,NA
2018,NHS Borders,25-39,Male,80,NA,1025.25,NA,40,NA,512.62,NA
2018,NHS Borders,25-39,Female,60,NA,707.38,NA,40,NA,471.59,NA
2018,NHS Borders,40-64,Male,160,NA,790.9,NA,80,NA,395.45,NA
2018,NHS Borders,40-64,Female,120,NA,561.59,NA,70,NA,327.59,NA
2018,NHS Borders,65+,Male,150,NA,1152.34,NA,80,NA,614.58,NA
2018,NHS Borders,65+,Female,220,NA,1458.31,NA,100,NA,662.87,NA
2018,NHS Dumfries and Galloway,0-17,Male,10,NA,74.42,NA,10,NA,74.42,NA
2018,NHS Dumfries and Galloway,0-17,Female,40,NA,310.32,NA,20,NA,155.16,NA
2018,NHS Dumfries and Galloway,18-24,Male,20,NA,365.03,NA,20,NA,365.03,NA
2018,NHS Dumfries and Galloway,18-24,Female,60,NA,1209.43,NA,10,NA,201.57,NA
2018,NHS Dumfries and Galloway,25-39,Male,110,NA,1026.79,NA,60,NA,560.07,NA
2018,NHS Dumfries and Galloway,25-39,Female,160,NA,1399.83,NA,50,NA,437.45,NA
2018,NHS Dumfries and Galloway,40-64,Male,210,NA,840.2,NA,110,NA,440.11,NA
2018,NHS Dumfries and Galloway,40-64,Female,410,NA,1518.18,NA,90,NA,333.26,NA
2018,NHS Dumfries and Galloway,65+,Male,200,NA,1130.14,NA,110,NA,621.57,NA
2018,NHS Dumfries and Galloway,65+,Female,490,NA,2427.91,NA,100,NA,495.49,NA
2018,NHS Forth Valley,0-17,Male,30,NA,98.6,NA,20,NA,65.74,NA
2018,NHS Forth Valley,0-17,Female,40,NA,139.03,NA,30,NA,104.27,NA
2018,NHS Forth Valley,18-24,Male,80,NA,577.66,NA,50,NA,361.04,NA
2018,NHS Forth Valley,18-24,Female,60,NA,451.16,NA,30,NA,225.58,NA
2018,NHS Forth Valley,25-39,Male,260,NA,977.15,NA,160,NA,601.32,NA
2018,NHS Forth Valley,25-39,Female,240,NA,843.44,NA,110,NA,386.58,NA
